Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Panthers,14.0,15.32,16.77,0.55,0.0,-1.38,-3.64,2.26,3.79,-0.97,-7.85,4.95,3.0,-2.87,1.8,3.0,2024,41
Raiders,-14.0,1.38,3.64,-2.26,-3.79,-15.32,-16.77,-0.55,0.0,0.97,-4.95,7.85,2.87,-3.0,-1.8,3.0,2024,41
