Quarter,Time,Down,ToGo,Location,LAC,PIT,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Steelers won the coin toss and deferred, Chargers to receive the opening kickoff.",,,3.0,2024,40
1.0,15:00,,,PIT 35,0.0,0.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,40
1.0,15:00,1.0,10.0,LAC 30,0.0,0.0,J.K. Dobbins left tackle for 2 yards (tackle by Donte Jackson and Patrick Queen),0.94,0.66,3.0,2024,40
1.0,14:22,2.0,8.0,LAC 32,0.0,0.0,J.K. Dobbins right end for 2 yards (tackle by Keeanu Benton and Larry Ogunjobi),0.66,0.23,3.0,2024,40
1.0,13:40,3.0,6.0,LAC 34,0.0,0.0,Justin Herbert pass complete short middle to J.K. Dobbins for 3 yards (tackle by Minkah Fitzpatrick and Beanie Bishop),0.23,-0.91,3.0,2024,40
1.0,12:49,4.0,3.0,LAC 37,0.0,0.0,"JK Scott punts downed by Deane Leonard. Penalty on Stone Smartt: Illegal Formation, 5 yards (accepted) (no play)",-0.91,-1.24,3.0,2024,40
1.0,12:38,4.0,8.0,LAC 32,0.0,0.0,"JK Scott punts 47 yards, fair catch by Calvin Austin at PIT-21",-1.24,-0.34,3.0,2024,40
1.0,12:30,1.0,10.0,PIT 21,0.0,0.0,Justin Fields scrambles up the middle for 4 yards (tackle by Denzel Perryman and Poona Ford),0.34,0.34,3.0,2024,40
1.0,11:57,2.0,6.0,PIT 25,0.0,0.0,Najee Harris left guard for 1 yard (tackle by Poona Ford),0.34,-0.23,3.0,2024,40
1.0,11:26,3.0,5.0,PIT 26,0.0,0.0,Justin Fields up the middle for -2 yards (tackle by Tuli Tuipulotu),-0.23,-1.77,3.0,2024,40
1.0,10:46,4.0,7.0,PIT 24,0.0,0.0,"Corliss Waitman punts 52 yards, fair catch by Derius Davis at LAC-24",-1.77,-0.54,3.0,2024,40
1.0,10:39,1.0,10.0,LAC 24,0.0,0.0,Justin Herbert pass complete short right to Will Dissly for 7 yards (tackle by Donte Jackson),0.54,0.94,3.0,2024,40
1.0,10:00,2.0,3.0,LAC 31,0.0,0.0,"Bradley Bozeman aborted snap, recovered by Justin Herbert at LAC-31",0.94,-0.16,3.0,2024,40
1.0,9:19,3.0,6.0,LAC 28,0.0,0.0,"Justin Herbert pass complete short right to Ladd McConkey for no gain (tackle by Payton Wilson). Penalty on Joe Alt: Offensive Holding, 10 yards (accepted) (no play)",-0.16,-1.64,3.0,2024,40
1.0,8:47,3.0,16.0,LAC 18,0.0,0.0,Justin Herbert pass complete short right to Hayden Hurst for 8 yards (tackle by Beanie Bishop),-1.64,-1.63,3.0,2024,40
1.0,8:00,4.0,8.0,LAC 26,0.0,0.0,"JK Scott punts 63 yards, returned by Calvin Austin for 13 yards (tackle by Stone Smartt)",-1.63,-0.54,3.0,2024,40
1.0,7:48,1.0,10.0,PIT 24,0.0,0.0,Justin Fields sacked by Khalil Mack for -7 yards,0.54,-1.08,3.0,2024,40
1.0,7:07,2.0,17.0,PIT 17,0.0,0.0,Justin Fields pass complete short left to Jaylen Warren for -4 yards (tackle by Kristian Fulton and Khalil Mack),-1.08,-2.64,3.0,2024,40
1.0,6:26,3.0,21.0,PIT 13,0.0,0.0,Justin Fields pass complete short middle to George Pickens for 3 yards (tackle by Derwin James),-2.64,-2.39,3.0,2024,40
1.0,5:47,4.0,18.0,PIT 16,0.0,0.0,"Corliss Waitman punts 48 yards, returned by Derius Davis for 5 yards (tackle by Christian Kuntz and Connor Heyward)",-2.39,-1.66,3.0,2024,40
1.0,5:34,1.0,10.0,LAC 41,0.0,0.0,Justin Herbert pass complete short middle to Ladd McConkey for 13 yards (tackle by Donte Jackson),1.66,2.52,3.0,2024,40
1.0,4:56,1.0,10.0,PIT 46,0.0,0.0,J.K. Dobbins left tackle for 5 yards (tackle by Elandon Roberts),2.52,2.65,3.0,2024,40
1.0,4:10,2.0,5.0,PIT 41,0.0,0.0,J.K. Dobbins left guard for 13 yards (tackle by Joey Porter),2.65,3.71,3.0,2024,40
1.0,3:33,1.0,10.0,PIT 28,0.0,0.0,Gus Edwards up the middle for 1 yard (tackle by Isaiahh Loudermilk and Elandon Roberts),3.71,3.3,3.0,2024,40
1.0,2:51,2.0,9.0,PIT 27,6.0,0.0,"Justin Herbert pass complete deep left to Quentin Johnston for 27 yards, touchdown",3.3,7.0,3.0,2024,40
1.0,2:46,,,PIT 15,7.0,0.0,Cameron Dicker kicks extra point good,0.0,0.0,3.0,2024,40
1.0,2:46,,,LAC 35,7.0,0.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,40
1.0,2:46,1.0,10.0,PIT 30,7.0,0.0,Jaylen Warren left tackle for 3 yards (tackle by Derwin James and Teair Tart),0.94,0.8,3.0,2024,40
1.0,2:12,2.0,7.0,PIT 33,7.0,0.0,Justin Fields pass complete short middle to Connor Heyward for 2 yards (tackle by Denzel Perryman),0.8,0.37,3.0,2024,40
1.0,1:31,3.0,5.0,PIT 35,7.0,0.0,Justin Fields pass complete short middle to George Pickens for 5 yards (tackle by Alohi Gilman and Ja'Sir Taylor),0.37,1.6,3.0,2024,40
1.0,0:50,1.0,10.0,PIT 40,7.0,0.0,Justin Fields pass complete short left to Najee Harris for 6 yards (tackle by Daiyan Henley),1.6,1.86,3.0,2024,40
1.0,0:12,2.0,4.0,PIT 46,7.0,0.0,Justin Fields pass complete short right to Cordarrelle Patterson for 5 yards (tackle by Denzel Perryman),1.86,2.32,3.0,2024,40
2.0,15:00,1.0,10.0,LAC 49,7.0,0.0,Justin Fields left guard for 1 yard (tackle by Denzel Perryman),2.32,1.92,3.0,2024,40
2.0,14:22,2.0,9.0,LAC 48,7.0,0.0,Justin Fields pass complete short middle to Pat Freiermuth for 10 yards (tackle by Daiyan Henley and Derwin James),1.92,3.05,3.0,2024,40
2.0,13:36,1.0,10.0,LAC 38,7.0,0.0,Najee Harris left tackle for -2 yards (tackle by Tuli Tuipulotu),3.05,2.24,3.0,2024,40
2.0,12:58,2.0,12.0,LAC 40,7.0,0.0,Justin Fields pass complete short right to Najee Harris for 8 yards (tackle by Troy Dye),2.24,2.61,3.0,2024,40
2.0,12:26,3.0,4.0,LAC 32,7.0,0.0,Justin Fields pass complete short left to Scott Miller for 20 yards (tackle by Alohi Gilman),2.61,4.78,3.0,2024,40
2.0,11:45,1.0,10.0,LAC 12,7.0,0.0,Najee Harris right guard for 3 yards (tackle by Morgan Fox and Denzel Perryman),4.78,4.64,3.0,2024,40
2.0,11:07,2.0,7.0,LAC 9,7.0,0.0,Justin Fields pass complete short left to Cordarrelle Patterson for 4 yards (tackle by Daiyan Henley),4.64,4.61,3.0,2024,40
2.0,10:21,3.0,3.0,LAC 5,7.0,6.0,"Justin Fields left guard for 5 yards, touchdown",4.61,7.0,3.0,2024,40
2.0,10:17,,,LAC 15,7.0,7.0,Chris Boswell kicks extra point good,0.0,0.0,3.0,2024,40
2.0,10:17,,,PIT 35,7.0,7.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,40
2.0,10:17,1.0,10.0,LAC 30,7.0,7.0,J.K. Dobbins left guard for no gain (tackle by Dean Lowry and Cameron Heyward),0.94,0.39,3.0,2024,40
2.0,9:31,2.0,10.0,LAC 30,7.0,7.0,Justin Herbert pass complete short right to Hayden Hurst for 7 yards (tackle by Joey Porter),0.39,0.63,3.0,2024,40
2.0,8:56,3.0,3.0,LAC 37,7.0,7.0,J.K. Dobbins left tackle for 6 yards (tackle by DeShon Elliott and Donte Jackson),0.63,1.8,3.0,2024,40
2.0,8:15,1.0,10.0,LAC 43,7.0,7.0,J.K. Dobbins left guard for 2 yards (tackle by Elandon Roberts and Larry Ogunjobi),1.8,1.52,3.0,2024,40
2.0,7:33,2.0,8.0,LAC 45,7.0,7.0,Justin Herbert pass complete short right to Quentin Johnston for 17 yards (tackle by DeShon Elliott and Joey Porter),1.52,3.05,3.0,2024,40
2.0,6:50,1.0,10.0,PIT 38,7.0,7.0,Justin Herbert pass complete short middle to Ladd McConkey for 13 yards (tackle by DeShon Elliott),3.05,3.91,3.0,2024,40
2.0,6:08,1.0,10.0,PIT 25,7.0,7.0,Justin Herbert pass complete short left to Will Dissly for 5 yards (tackle by Patrick Queen),3.91,4.04,3.0,2024,40
2.0,5:30,2.0,5.0,PIT 20,7.0,7.0,Derius Davis left end for 8 yards (tackle by Alex Highsmith),4.04,4.78,3.0,2024,40
2.0,4:49,1.0,10.0,PIT 12,7.0,7.0,J.K. Dobbins up the middle for 3 yards (tackle by Isaiahh Loudermilk and Patrick Queen),4.78,4.64,3.0,2024,40
2.0,4:04,2.0,7.0,PIT 9,7.0,7.0,J.K. Dobbins right end for -1 yards (tackle by Cameron Heyward),4.64,3.48,3.0,2024,40
2.0,3:21,3.0,8.0,PIT 10,7.0,7.0,Justin Herbert pass incomplete short middle intended for Simi Fehoko,3.48,2.76,3.0,2024,40
2.0,3:16,4.0,8.0,PIT 10,10.0,7.0,Cameron Dicker 28 yard field goal good,2.76,3.0,3.0,2024,40
2.0,3:13,,,LAC 35,10.0,7.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,40
2.0,3:13,1.0,10.0,PIT 30,10.0,7.0,Najee Harris left tackle for 1 yard (tackle by Bud Dupree),0.94,0.53,3.0,2024,40
2.0,2:36,2.0,9.0,PIT 31,10.0,7.0,Justin Fields pass complete short left to Pat Freiermuth for 5 yards (tackle by Daiyan Henley),0.53,0.5,3.0,2024,40
2.0,2:00,3.0,4.0,PIT 36,10.0,7.0,Justin Fields pass incomplete short right intended for George Pickens (defended by Asante Samuel),0.5,-0.98,3.0,2024,40
2.0,1:56,4.0,4.0,PIT 36,10.0,7.0,"Corliss Waitman punts 56 yards, fair catch by Derius Davis at LAC-8",-0.98,0.38,3.0,2024,40
2.0,1:50,1.0,10.0,LAC 8,10.0,7.0,Justin Herbert pass complete short middle to Simi Fehoko for 17 yards (tackle by Minkah Fitzpatrick and Donte Jackson),-0.38,0.61,3.0,2024,40
2.0,1:38,1.0,10.0,LAC 25,10.0,7.0,J.K. Dobbins up the middle for 3 yards (tackle by Payton Wilson and Patrick Queen),0.61,0.47,3.0,2024,40
2.0,1:18,2.0,7.0,LAC 28,10.0,7.0,Justin Herbert pass complete short right to J.K. Dobbins for 1 yard (tackle by DeShon Elliott),0.47,-0.1,3.0,2024,40
2.0,1:10,,,,,,Timeout #1 by Pittsburgh Steelers,,,3.0,2024,40
2.0,1:10,3.0,6.0,LAC 29,10.0,7.0,Justin Herbert pass complete short right to Will Dissly for 7 yards (tackle by Patrick Queen),-0.1,1.33,3.0,2024,40
2.0,1:03,,,,,,Timeout #1 by Los Angeles Chargers,,,3.0,2024,40
2.0,1:03,1.0,10.0,LAC 36,10.0,7.0,Justin Herbert pass incomplete deep middle intended for Ladd McConkey (defended by Patrick Queen),1.33,0.79,3.0,2024,40
2.0,0:58,2.0,10.0,LAC 36,10.0,7.0,Justin Herbert pass incomplete short left intended for Ladd McConkey,0.79,0.1,3.0,2024,40
2.0,0:55,,,,,,Timeout #2 by Los Angeles Chargers,,,3.0,2024,40
2.0,0:55,3.0,10.0,LAC 36,10.0,7.0,J.K. Dobbins right tackle for 4 yards (tackle by T.J. Watt),0.1,-0.72,3.0,2024,40
2.0,0:52,,,,,,Timeout #2 by Pittsburgh Steelers,,,3.0,2024,40
2.0,0:52,4.0,6.0,LAC 40,10.0,7.0,"JK Scott punts 46 yards, fair catch by Calvin Austin at PIT-14",-0.72,0.28,3.0,2024,40
2.0,0:44,1.0,10.0,PIT 14,10.0,7.0,Justin Fields pass complete short left to Calvin Austin for 9 yards (tackle by Kristian Fulton),-0.28,0.55,3.0,2024,40
2.0,0:26,2.0,1.0,PIT 23,10.0,7.0,Justin Fields pass complete deep left to George Pickens for 27 yards (tackle by Ja'Sir Taylor),0.55,2.26,3.0,2024,40
2.0,0:19,1.0,10.0,PIT 50,10.0,7.0,Justin Fields pass incomplete short middle intended for Pat Freiermuth,2.26,1.71,3.0,2024,40
2.0,0:14,2.0,10.0,PIT 50,10.0,7.0,Justin Fields pass complete short left to Calvin Austin for 6 yards (tackle by Kristian Fulton),1.71,1.82,3.0,2024,40
