Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Daniel Jones,NYG,24,34,236,13,36.1,227,6.7,73,3.0,2.1,163,6.8,4,12.1%,2,6.1%,2,9,1,7,10,26.3%,2,4.5,3.0,2024,35
Malik Nabers,NYG,0,1,0,0,0.0,1,1.0,0,,0.0,0,,0,0.0%,1,100.0%,0,1,1,0,1,100.0%,0,,3.0,2024,35
Deshaun Watson,CLE,21,37,196,7,15.6,289,7.8,122,5.8,3.3,74,3.5,4,11.4%,7,20.0%,8,19,0,6,14,29.8%,2,13.5,3.0,2024,35
