Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Nick Allegretti,G,59,100%,0,0%,6,23%,0,Commanders,3.0,2024,48
Andrew Wylie,G,59,100%,0,0%,6,23%,0,Commanders,3.0,2024,48
Samuel Cosmi,G,59,100%,0,0%,6,23%,0,Commanders,3.0,2024,48
Tyler Biadasz,C,59,100%,0,0%,0,0%,0,Commanders,3.0,2024,48
Jayden Daniels,QB,59,100%,0,0%,0,0%,0,Commanders,3.0,2024,48
Terry McLaurin,WR,50,85%,0,0%,1,4%,0,Commanders,3.0,2024,48
Brian Robinson Jr.,RB,45,76%,0,0%,0,0%,0,Commanders,3.0,2024,48
Zach Ertz,TE,38,64%,0,0%,1,4%,0,Commanders,3.0,2024,48
Noah Brown,WR,34,58%,0,0%,0,0%,0,Commanders,3.0,2024,48
John Bates,TE,33,56%,0,0%,13,50%,0,Commanders,3.0,2024,48
Cornelius Lucas,T,30,51%,0,0%,6,23%,0,Commanders,3.0,2024,48
Brandon Coleman,T,29,49%,0,0%,6,23%,0,Commanders,3.0,2024,48
Ben Sinnott,TE,26,44%,0,0%,6,23%,0,Commanders,3.0,2024,48
Luke McCaffrey,WR,20,34%,0,0%,0,0%,0,Commanders,3.0,2024,48
Dyami Brown,WR,13,22%,0,0%,6,23%,0,Commanders,3.0,2024,48
Austin Ekeler,RB,13,22%,0,0%,4,15%,0,Commanders,3.0,2024,48
Jamison Crowder,WR,9,15%,0,0%,1,4%,0,Commanders,3.0,2024,48
Jeremy McNichols,RB,8,14%,0,0%,13,50%,0,Commanders,3.0,2024,48
Olamide Zaccheaus,WR,5,8%,0,0%,4,15%,0,Commanders,3.0,2024,48
Trenton Scott,T,1,2%,0,0%,6,23%,0,Commanders,3.0,2024,48
Bobby Wagner,LB,0,0%,62,100%,7,27%,0,Commanders,3.0,2024,48
Benjamin St-Juste,CB,0,0%,62,100%,0,0%,0,Commanders,3.0,2024,48
Mike Sainristil,CB,0,0%,62,100%,0,0%,0,Commanders,3.0,2024,48
Quan Martin,FS,0,0%,60,97%,7,27%,0,Commanders,3.0,2024,48
Jeremy Chinn,FS,0,0%,55,89%,12,46%,0,Commanders,3.0,2024,48
Frankie Luvu,LB,0,0%,53,85%,0,0%,0,Commanders,3.0,2024,48
Noah Igbinoghene,CB,0,0%,52,84%,6,23%,0,Commanders,3.0,2024,48
Jonathan Allen,DT,0,0%,46,74%,0,0%,0,Commanders,3.0,2024,48
Daron Payne,DT,0,0%,45,73%,0,0%,0,Commanders,3.0,2024,48
Dante Fowler,LB,0,0%,39,63%,6,23%,0,Commanders,3.0,2024,48
Dorance Armstrong Jr.,DE,0,0%,35,56%,6,23%,0,Commanders,3.0,2024,48
Percy Butler,FS,0,0%,29,47%,15,58%,0,Commanders,3.0,2024,48
Jer'Zhan Newton,DT,0,0%,21,34%,6,23%,0,Commanders,3.0,2024,48
Javontae Jean-Baptiste,DE,0,0%,19,31%,6,23%,0,Commanders,3.0,2024,48
Phidarian Mathis,DT,0,0%,18,29%,6,23%,0,Commanders,3.0,2024,48
Jamin Davis,LB,0,0%,15,24%,6,23%,0,Commanders,3.0,2024,48
Andre Jones,DE,0,0%,9,15%,0,0%,0,Commanders,3.0,2024,48
Nick Bellore,LB,0,0%,0,0%,20,77%,0,Commanders,3.0,2024,48
Tyler Owens,SS,0,0%,0,0%,19,73%,0,Commanders,3.0,2024,48
Jeremy Reaves,FS,0,0%,0,0%,14,54%,0,Commanders,3.0,2024,48
Mykal Walker,LB,0,0%,0,0%,14,54%,0,Commanders,3.0,2024,48
Michael Davis,CB,0,0%,0,0%,13,50%,0,Commanders,3.0,2024,48
Austin Seibert,K,0,0%,0,0%,13,50%,0,Commanders,3.0,2024,48
Bobby Price,FS,0,0%,0,0%,7,27%,0,Commanders,3.0,2024,48
Michael Deiter,C,0,0%,0,0%,6,23%,0,Commanders,3.0,2024,48
Tress Way,P,0,0%,0,0%,6,23%,0,Commanders,3.0,2024,48
Tyler Ott,LS,0,0%,0,0%,6,23%,0,Commanders,3.0,2024,48
