Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Andy Dalton,CAR,26,37,319,15,38.5,214,5.8,128,4.9,3.5,191,7.3,2,5.4%,4,10.8%,2,22,3,2,7,17.9%,0,,3.0,2024,41
Gardner Minshew II,LVR,18,28,214,10,33.3,216,7.7,105,5.8,3.8,109,6.1,0,0.0%,4,14.8%,2,8,1,2,5,15.6%,2,7.0,3.0,2024,41
Aidan O'Connell,LVR,9,12,82,5,38.5,93,7.8,56,6.2,4.7,26,2.9,0,0.0%,2,16.7%,1,2,1,1,3,23.1%,0,,3.0,2024,41
