Player,Pos,home_team,team,week,year,game_id
Brock Purdy,QB,0,49ers,3.0,2024,45
Jordan Mason,RB,0,49ers,3.0,2024,45
Kyle Juszczyk,FB,0,49ers,3.0,2024,45
Brandon Aiyuk,WR,0,49ers,3.0,2024,45
Jauan Jennings,WR,0,49ers,3.0,2024,45
Eric Saubert,TE,0,49ers,3.0,2024,45
Aaron Banks,OL,0,49ers,3.0,2024,45
Dominick Puni,OL,0,49ers,3.0,2024,45
Colton McKivitz,OL,0,49ers,3.0,2024,45
Jake Brendel,OL,0,49ers,3.0,2024,45
Trent Williams,OT,0,49ers,3.0,2024,45
Javon Hargrave,DL,0,49ers,3.0,2024,45
Leonard Floyd,DL,0,49ers,3.0,2024,45
Jordan Elliott,DL,0,49ers,3.0,2024,45
Maliek Collins,DL,0,49ers,3.0,2024,45
Nick Bosa,DL,0,49ers,3.0,2024,45
Fred Warner,LB,0,49ers,3.0,2024,45
Charvarius Ward,CB,0,49ers,3.0,2024,45
Isaac Yiadom,CB,0,49ers,3.0,2024,45
Deommodore Lenoir,DB,0,49ers,3.0,2024,45
Talanoa Hufanga,S,0,49ers,3.0,2024,45
Ji'Ayir Brown,S,0,49ers,3.0,2024,45
