Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Jacoby Brissett,NWE,0,0,0,0,0,3.0,2024,33
Drake Maye,NWE,0,0,0,0,0,3.0,2024,33
Antonio Gibson,NWE,3,3,8,0,7,3.0,2024,33
Rhamondre Stevenson,NWE,0,0,0,0,0,3.0,2024,33
Demario Douglas,NWE,9,7,69,0,22,3.0,2024,33
Jamycal Hasty,NWE,0,0,0,0,0,3.0,2024,33
Austin Hooper,NWE,4,1,19,0,19,3.0,2024,33
Ja'Lynn Polk,NWE,2,2,13,0,7,3.0,2024,33
Hunter Henry,NWE,3,2,9,0,9,3.0,2024,33
Kayshon Boutte,NWE,2,1,2,0,2,3.0,2024,33
Tyquan Thornton,NWE,1,0,0,0,0,3.0,2024,33
Aaron Rodgers,NYJ,0,0,0,0,0,3.0,2024,33
Braelon Allen,NYJ,3,3,13,0,7,3.0,2024,33
Breece Hall,NYJ,5,4,29,0,14,3.0,2024,33
Isaiah Davis,NYJ,0,0,0,0,0,3.0,2024,33
Tyler Conklin,NYJ,6,5,93,0,22,3.0,2024,33
Allen Lazard,NYJ,3,3,48,1,27,3.0,2024,33
Mike Williams,NYJ,4,3,34,0,18,3.0,2024,33
Garrett Wilson,NYJ,9,5,33,1,9,3.0,2024,33
Xavier Gipson,NYJ,2,2,16,0,11,3.0,2024,33
Jeremy Ruckert,NYJ,2,2,15,0,11,3.0,2024,33
