Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Jayden Daniels,WAS,12,39,1,7,3.0,2024,48
Austin Ekeler,WAS,3,35,1,24,3.0,2024,48
Brian Robinson Jr.,WAS,16,33,1,7,3.0,2024,48
Jeremy McNichols,WAS,1,1,0,1,3.0,2024,48
Terry McLaurin,WAS,0,0,0,0,3.0,2024,48
Luke McCaffrey,WAS,0,0,0,0,3.0,2024,48
Zach Ertz,WAS,0,0,0,0,3.0,2024,48
Noah Brown,WAS,0,0,0,0,3.0,2024,48
Dyami Brown,WAS,0,0,0,0,3.0,2024,48
Trenton Scott,WAS,0,0,0,0,3.0,2024,48
Joe Burrow,CIN,1,4,0,4,3.0,2024,48
Chase Brown,CIN,7,62,0,16,3.0,2024,48
Zack Moss,CIN,12,58,1,15,3.0,2024,48
Ja'Marr Chase,CIN,0,0,0,0,3.0,2024,48
Andrei Iosivas,CIN,0,0,0,0,3.0,2024,48
Mike Gesicki,CIN,0,0,0,0,3.0,2024,48
Tee Higgins,CIN,0,0,0,0,3.0,2024,48
Erick All,CIN,0,0,0,0,3.0,2024,48
