#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:25,TEN 30,10,5:10,70,Touchdown,1,Titans,3.0,2024,37
2,1,1:05,TEN 31,1,0:14,0,Interception,1,Titans,3.0,2024,37
3,1,0:51,TEN 30,4,3:11,16,Punt,1,Titans,3.0,2024,37
4,2,8:19,TEN 20,3,2:17,3,Punt,1,Titans,3.0,2024,37
5,3,15:00,TEN 15,6,3:22,22,Downs,1,Titans,3.0,2024,37
6,3,8:25,TEN 32,7,3:30,68,Touchdown,1,Titans,3.0,2024,37
7,3,2:41,TEN 30,5,2:13,25,Fumble,1,Titans,3.0,2024,37
8,4,12:52,TEN 21,5,2:59,7,Punt,1,Titans,3.0,2024,37
9,4,8:55,TEN 20,3,2:15,-14,Punt,1,Titans,3.0,2024,37
10,4,3:29,TEN 30,5,1:21,9,Interception,1,Titans,3.0,2024,37
11,4,1:00,TEN 27,4,1:00,41,End of Game,1,Titans,3.0,2024,37
