Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Jared Goff,DET,3,6,0,8,3.0,2024,43
David Montgomery,DET,23,105,1,16,3.0,2024,43
Jahmyr Gibbs,DET,16,83,0,18,3.0,2024,43
Amon-Ra St. Brown,DET,0,0,0,0,3.0,2024,43
Sam LaPorta,DET,0,0,0,0,3.0,2024,43
Brock Wright,DET,0,0,0,0,3.0,2024,43
Tim Patrick,DET,0,0,0,0,3.0,2024,43
Jameson Williams,DET,1,-7,0,-7,3.0,2024,43
Kyler Murray,ARI,5,45,0,21,3.0,2024,43
James Conner,ARI,9,17,0,7,3.0,2024,43
Trey Benson,ARI,2,8,0,6,3.0,2024,43
Emari Demercado,ARI,2,7,0,6,3.0,2024,43
Marvin Harrison Jr.,ARI,0,0,0,0,3.0,2024,43
Michael Wilson,ARI,0,0,0,0,3.0,2024,43
Greg Dortch,ARI,0,0,0,0,3.0,2024,43
Trey McBride,ARI,0,0,0,0,3.0,2024,43
Elijah Higgins,ARI,0,0,0,0,3.0,2024,43
