Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Malik Willis,GNB,0,0,0,0,0,3.0,2024,37
Emanuel Wilson,GNB,2,2,35,1,30,3.0,2024,37
Josh Jacobs,GNB,1,1,5,0,5,3.0,2024,37
Jayden Reed,GNB,6,4,50,0,30,3.0,2024,37
Chris Brooks,GNB,0,0,0,0,0,3.0,2024,37
Christian Watson,GNB,2,2,67,0,37,3.0,2024,37
Tucker Kraft,GNB,3,2,24,0,21,3.0,2024,37
Romeo Doubs,GNB,2,1,18,0,18,3.0,2024,37
Luke Musgrave,GNB,1,1,3,0,3,3.0,2024,37
Dontayvion Wicks,GNB,2,0,0,0,0,3.0,2024,37
Will Levis,TEN,0,0,0,0,0,3.0,2024,37
Tony Pollard,TEN,4,3,15,0,12,3.0,2024,37
Tyjae Spears,TEN,4,4,54,0,29,3.0,2024,37
DeAndre Hopkins,TEN,7,6,73,1,20,3.0,2024,37
Josh Whyle,TEN,5,4,43,0,23,3.0,2024,37
Tyler Boyd,TEN,4,3,33,0,20,3.0,2024,37
Chigoziem Okonkwo,TEN,2,2,15,0,8,3.0,2024,37
Calvin Ridley,TEN,3,1,9,0,9,3.0,2024,37
Nick Vannett,TEN,2,2,9,1,8,3.0,2024,37
Treylon Burks,TEN,3,1,9,0,9,3.0,2024,37
