#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,DET 30,9,4:44,70,Touchdown,0,Lions,3.0,2024,43
2,1,5:08,DET 30,13,7:41,70,Touchdown,0,Lions,3.0,2024,43
3,2,10:23,DET 14,5,3:17,18,Punt,0,Lions,3.0,2024,43
4,2,4:23,DET 28,7,3:54,72,Touchdown,0,Lions,3.0,2024,43
5,3,13:03,DET 20,5,2:42,17,Punt,0,Lions,3.0,2024,43
6,3,8:53,DET 43,2,0:49,-7,Interception,0,Lions,3.0,2024,43
7,3,6:02,DET 24,6,2:52,42,Downs,0,Lions,3.0,2024,43
8,3,2:05,DET 33,7,3:41,19,Punt,0,Lions,3.0,2024,43
9,4,11:08,ARI 47,3,1:34,2,Punt,0,Lions,3.0,2024,43
10,4,8:35,DET 22,4,1:47,25,Punt,0,Lions,3.0,2024,43
11,4,3:48,DET 30,7,3:48,25,End of Game,0,Lions,3.0,2024,43
