#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,10:16,ARI 30,8,5:08,70,Touchdown,1,Cardinals,3.0,2024,43
2,2,12:27,ARI 30,3,2:04,9,Punt,1,Cardinals,3.0,2024,43
3,2,7:06,ARI 10,4,2:43,20,Punt,1,Cardinals,3.0,2024,43
4,2,0:29,ARI 30,6,0:29,46,Field Goal,1,Cardinals,3.0,2024,43
5,3,15:00,ARI 30,5,1:57,34,Interception,1,Cardinals,3.0,2024,43
6,3,10:21,ARI 2,3,1:28,9,Punt,1,Cardinals,3.0,2024,43
7,3,8:04,DET 33,4,2:02,9,Downs,1,Cardinals,3.0,2024,43
8,3,3:10,ARI 35,3,1:05,-3,Punt,1,Cardinals,3.0,2024,43
9,4,13:24,ARI 12,5,2:16,36,Downs,1,Cardinals,3.0,2024,43
10,4,9:34,ARI 9,5,0:59,19,Punt,1,Cardinals,3.0,2024,43
11,4,6:48,ARI 7,9,3:00,67,Field Goal,1,Cardinals,3.0,2024,43
