Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Cole Kmet,CHI,11,10,97,1,7.0,76,7.6,21,2.1,8.5,0,,0,0.0,0,133.7,3.0,2024,34
D.J. Moore,CHI,10,8,78,0,3.0,61,7.6,17,2.1,8.0,0,,0,0.0,0,99.2,3.0,2024,34
Rome Odunze,CHI,11,6,112,1,5.0,90,15.0,22,3.7,22.3,1,6.0,0,0.0,1,82.4,3.0,2024,34
Roschon Johnson,CHI,5,4,32,0,1.0,11,2.8,21,5.3,2.0,1,4.0,0,0.0,0,93.3,3.0,2024,34
DeAndre Carter,CHI,6,3,22,0,1.0,4,1.3,18,6.0,9.5,1,3.0,0,0.0,1,19.4,3.0,2024,34
D'Andre Swift,CHI,4,2,22,0,1.0,1,0.5,21,10.5,0.0,0,,1,25.0,0,66.7,3.0,2024,34
Gerald Everett,CHI,1,0,0,0,,0,,0,,19.0,0,,0,0.0,0,39.6,3.0,2024,34
Michael Pittman Jr.,IND,5,4,36,0,1.0,19,4.8,17,4.3,8.6,2,2.0,0,0.0,1,57.1,3.0,2024,34
Josh Downs,IND,5,3,22,0,,3,1.0,19,6.3,2.8,0,,1,20.0,0,70.4,3.0,2024,34
Kylen Granson,IND,1,1,40,0,1.0,16,16.0,24,24.0,16.0,0,,0,0.0,0,118.7,3.0,2024,34
Alec Pierce,IND,2,1,44,0,1.0,37,37.0,7,7.0,31.0,0,,0,0.0,0,95.8,3.0,2024,34
Jonathan Taylor,IND,2,1,25,0,1.0,-6,-6.0,31,31.0,0.0,1,1.0,1,50.0,0,95.8,3.0,2024,34
Mo Alie-Cox,IND,1,0,0,0,,0,,0,,11.0,0,,0,0.0,0,39.6,3.0,2024,34
Ashton Dulin,IND,1,0,0,0,,0,,0,,3.0,0,,0,0.0,1,0.0,3.0,2024,34
Adonai Mitchell,IND,1,0,0,0,,0,,0,,38.0,0,,0,0.0,0,39.6,3.0,2024,34
