#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,11:12,LAR 30,3,1:32,8,Punt,1,Rams,3.0,2024,45
2,1,1:47,LAR 30,7,4:56,13,Punt,1,Rams,3.0,2024,45
3,2,8:55,LAR 13,16,7:44,87,Touchdown,1,Rams,3.0,2024,45
4,2,0:27,LAR 44,3,0:27,-3,End of Half,1,Rams,3.0,2024,45
5,3,15:00,LAR 30,4,1:32,20,Punt,1,Rams,3.0,2024,45
6,3,7:01,LAR 30,6,3:08,70,Touchdown,1,Rams,3.0,2024,45
7,4,11:57,LAR 30,13,5:42,55,Field Goal,1,Rams,3.0,2024,45
8,4,2:43,LAR 45,3,0:52,55,Touchdown,1,Rams,3.0,2024,45
9,4,0:42,,2,0:40,31,Field Goal,1,Rams,3.0,2024,45
