Player,Pos,home_team,team,week,year,game_id
Gardner Minshew II,QB,1,Raiders,3.0,2024,41
Zamir White,RB,1,Raiders,3.0,2024,41
Davante Adams,WR,1,Raiders,3.0,2024,41
Jakobi Meyers,WR,1,Raiders,3.0,2024,41
Brock Bowers,TE,1,Raiders,3.0,2024,41
Michael Mayer,TE,1,Raiders,3.0,2024,41
Thayer Munford,T,1,Raiders,3.0,2024,41
Kolton Miller,T,1,Raiders,3.0,2024,41
Cody Whitehair,OG,1,Raiders,3.0,2024,41
Dylan Parham,G,1,Raiders,3.0,2024,41
Andre James,C,1,Raiders,3.0,2024,41
Maxx Crosby,DE,1,Raiders,3.0,2024,41
Janarius Robinson,DE,1,Raiders,3.0,2024,41
Christian Wilkins,DT,1,Raiders,3.0,2024,41
John Jenkins,DT,1,Raiders,3.0,2024,41
Luke Masterson,LB,1,Raiders,3.0,2024,41
Robert Spillane,LB,1,Raiders,3.0,2024,41
Jack Jones,CB,1,Raiders,3.0,2024,41
Nate Hobbs,CB,1,Raiders,3.0,2024,41
Jakorian Bennett,CB,1,Raiders,3.0,2024,41
Tre'von Moehrig,S,1,Raiders,3.0,2024,41
Marcus Epps,S,1,Raiders,3.0,2024,41
