Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Bo Nix,DEN,0,0,0,0,0,3.0,2024,36
Tyler Badie,DEN,0,0,0,0,0,3.0,2024,36
Javonte Williams,DEN,4,4,29,0,11,3.0,2024,36
Jaleel McLaughlin,DEN,1,1,7,0,7,3.0,2024,36
Courtland Sutton,DEN,11,7,68,0,22,3.0,2024,36
Lil'Jordan Humphrey,DEN,8,6,37,0,17,3.0,2024,36
Josh Reynolds,DEN,2,2,36,0,31,3.0,2024,36
Adam Trautman,DEN,1,1,13,0,13,3.0,2024,36
Troy Franklin,DEN,5,2,11,0,6,3.0,2024,36
Marvin Mims,DEN,1,1,9,0,9,3.0,2024,36
Nate Adkins,DEN,1,1,6,0,6,3.0,2024,36
Baker Mayfield,TAM,0,0,0,0,0,3.0,2024,36
Bucky Irving,TAM,3,3,14,0,6,3.0,2024,36
Rachaad White,TAM,6,5,18,0,8,3.0,2024,36
Sean Tucker,TAM,0,0,0,0,0,3.0,2024,36
Chris Godwin,TAM,9,6,53,1,13,3.0,2024,36
Cade Otton,TAM,8,7,47,0,13,3.0,2024,36
Mike Evans,TAM,3,2,17,0,9,3.0,2024,36
Payne Durham,TAM,1,1,8,0,8,3.0,2024,36
Jalen McMillan,TAM,1,1,6,0,6,3.0,2024,36
Trey Palmer,TAM,1,0,0,0,0,3.0,2024,36
