Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Andy Dalton,CAR,0,0,0,0,0,3.0,2024,41
Chuba Hubbard,CAR,5,5,55,1,20,3.0,2024,41
Miles Sanders,CAR,2,2,13,0,11,3.0,2024,41
Jonathan Mingo,CAR,4,3,18,0,15,3.0,2024,41
Diontae Johnson,CAR,14,8,122,1,35,3.0,2024,41
Xavier Legette,CAR,3,2,42,0,35,3.0,2024,41
Adam Thielen,CAR,5,3,40,1,31,3.0,2024,41
Tommy Tremble,CAR,3,3,29,0,20,3.0,2024,41
Ja'Tavion Sanders,CAR,1,0,0,0,0,3.0,2024,41
Gardner Minshew II,LVR,0,0,0,0,0,3.0,2024,41
Aidan O'Connell,LVR,0,0,0,0,0,3.0,2024,41
Zamir White,LVR,0,0,0,0,0,3.0,2024,41
Alexander Mattison,LVR,3,3,37,0,22,3.0,2024,41
Tre Tucker,LVR,9,7,96,1,54,3.0,2024,41
Jakobi Meyers,LVR,9,7,62,1,16,3.0,2024,41
Brock Bowers,LVR,4,3,41,0,21,3.0,2024,41
Davante Adams,LVR,9,4,40,0,15,3.0,2024,41
Ameer Abdullah,LVR,2,2,13,0,9,3.0,2024,41
Michael Mayer,LVR,3,1,7,0,7,3.0,2024,41
