#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,11:07,KAN 11,17,8:21,75,Interception,0,Chiefs,3.0,2024,46
2,2,15:00,KAN 21,13,6:15,79,Touchdown,0,Chiefs,3.0,2024,46
3,2,6:37,KAN 31,7,3:54,34,Field Goal,0,Chiefs,3.0,2024,46
4,2,1:37,KAN 34,3,0:38,5,Punt,0,Chiefs,3.0,2024,46
5,2,0:32,ATL 34,4,0:26,8,Field Goal,0,Chiefs,3.0,2024,46
6,3,15:00,KAN 30,11,5:20,67,Field Goal,0,Chiefs,3.0,2024,46
7,3,7:20,KAN 20,11,6:04,80,Touchdown,0,Chiefs,3.0,2024,46
8,4,12:52,KAN 30,3,1:30,8,Punt,0,Chiefs,3.0,2024,46
9,4,4:04,KAN 6,3,1:38,8,Punt,0,Chiefs,3.0,2024,46
10,4,0:51,KAN 16,3,0:51,-13,End of Game,0,Chiefs,3.0,2024,46
