Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Courtland Sutton,DEN,11,7,68,0,5.0,65,9.3,3,0.4,10.3,0,,0,0.0,0,80.9,3.0,2024,36
Lil'Jordan Humphrey,DEN,8,6,37,0,1.0,17,2.8,20,3.3,5.4,1,6.0,0,0.0,0,83.9,3.0,2024,36
Javonte Williams,DEN,4,4,29,0,,-1,-0.3,30,7.5,-0.3,1,4.0,0,0.0,0,96.9,3.0,2024,36
Troy Franklin,DEN,5,2,11,0,,-5,-2.5,16,8.0,9.4,0,,0,0.0,0,47.9,3.0,2024,36
Josh Reynolds,DEN,2,2,36,0,1.0,27,13.5,9,4.5,13.5,0,,0,0.0,0,118.7,3.0,2024,36
Jaleel McLaughlin,DEN,1,1,7,0,0.0,0,0.0,7,7.0,0.0,0,,0,0.0,0,95.8,3.0,2024,36
Nate Adkins,DEN,1,1,6,0,,2,2.0,4,4.0,2.0,0,,0,0.0,0,91.7,3.0,2024,36
Marvin Mims,DEN,1,1,9,0,,9,9.0,0,0.0,9.0,0,,0,0.0,0,104.2,3.0,2024,36
Adam Trautman,DEN,1,1,13,0,1.0,3,3.0,10,10.0,3.0,0,,0,0.0,0,118.7,3.0,2024,36
Cade Otton,TAM,8,7,47,0,4.0,26,3.7,21,3.0,4.0,0,,1,12.5,0,91.1,3.0,2024,36
Chris Godwin,TAM,9,6,53,1,5.0,24,4.0,29,4.8,6.3,0,,1,11.1,0,119.2,3.0,2024,36
Rachaad White,TAM,6,5,18,0,0.0,-8,-1.6,26,5.2,-2.3,1,5.0,0,0.0,0,79.2,3.0,2024,36
Bucky Irving,TAM,3,3,14,0,1.0,-5,-1.7,19,6.3,-1.7,1,3.0,0,0.0,0,86.1,3.0,2024,36
Mike Evans,TAM,3,2,17,0,,14,7.0,3,1.5,10.0,0,,0,0.0,1,41.7,3.0,2024,36
Jalen McMillan,TAM,1,1,6,0,1.0,1,1.0,5,5.0,1.0,0,,0,0.0,0,91.7,3.0,2024,36
Payne Durham,TAM,1,1,8,0,,2,2.0,6,6.0,2.0,0,,0,0.0,0,100.0,3.0,2024,36
Trey Palmer,TAM,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6,3.0,2024,36
