date,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,wind_speed_10m,wind_direction_10m,wind_gusts_10m,game_id,week_id,timezone_abbreviation
2022-12-18 04:00:00+00:00,52.726997,86.355125,50.46342,0.0,0.0,0.0,0.0,4.6116934,230.90614,7.8295,216,15,b'GMT-4'
2022-12-18 05:00:00+00:00,51.467,86.870255,48.78183,0.0,0.0,0.0,0.0,4.9214,270.0,8.2769,216,15,b'GMT-4'
2022-12-18 06:00:00+00:00,51.377,84.54401,47.80757,0.0,0.0,0.0,0.0,6.514242,285.94547,10.0665,216,15,b'GMT-4'
2022-12-18 07:00:00+00:00,52.007,80.66118,47.54395,0.0,0.0,0.0,0.0,8.249648,319.39877,12.5272,216,15,b'GMT-4'
2022-12-18 08:00:00+00:00,51.647,75.302895,46.1701,0.0,0.0,0.0,0.0,9.406046,334.65387,14.9879,216,15,b'GMT-4'
2022-12-18 09:00:00+00:00,49.757,77.49751,44.835262,0.0,0.0,0.0,0.0,7.5031257,333.43503,14.9879,216,15,b'GMT-4'
2022-12-18 10:00:00+00:00,48.767,71.45371,43.61081,0.0,0.0,0.0,0.0,6.502709,333.43503,12.3035,216,15,b'GMT-4'
2022-12-18 11:00:00+00:00,47.327,70.54985,41.662243,0.0,0.0,0.0,0.0,6.905775,335.09525,11.184999,216,15,b'GMT-4'
2022-12-18 12:00:00+00:00,47.686996,50.016388,38.83689,0.0,0.0,0.0,0.0,11.180524,340.11475,14.9879,216,15,b'GMT-4'
2022-12-18 13:00:00+00:00,45.527,49.677982,37.065174,0.0,0.0,0.0,0.0,9.556468,339.44388,17.6723,216,15,b'GMT-4'
2022-12-18 14:00:00+00:00,46.247,48.164124,37.536907,0.0,0.0,0.0,0.0,10.116089,341.9656,17.4486,216,15,b'GMT-4'
2022-12-18 15:00:00+00:00,48.226997,49.373627,40.748924,0.0,0.0,0.0,0.0,7.9939504,342.072,17.4486,216,15,b'GMT-4'
2022-12-18 16:00:00+00:00,51.017,46.493996,43.546467,0.0,0.0,0.0,0.0,8.352132,339.62347,16.1064,216,15,b'GMT-4'
2022-12-18 17:00:00+00:00,53.357,42.5016,46.56406,0.0,0.0,0.0,0.0,8.325127,329.30035,16.7775,216,15,b'GMT-4'
2022-12-18 18:00:00+00:00,55.156998,40.091015,49.028847,0.0,0.0,0.0,0.0,7.4495792,318.6523,16.5538,216,15,b'GMT-4'
2022-12-18 19:00:00+00:00,56.597,37.640007,50.067444,0.0,0.0,0.0,0.0,7.2831445,317.4896,15.2116,216,15,b'GMT-4'
2022-12-18 20:00:00+00:00,57.047,37.16894,50.014355,0.0,0.0,0.0,0.0,7.2831445,317.4896,14.5405,216,15,b'GMT-4'
2022-12-18 21:00:00+00:00,56.777,37.806797,49.70105,0.0,0.0,0.0,0.0,7.4495792,318.6523,13.869399,216,15,b'GMT-4'
2022-12-18 22:00:00+00:00,53.987,49.732853,48.794106,0.0,0.0,0.0,0.0,4.6548953,324.78232,12.750899,216,15,b'GMT-4'
2022-12-18 23:00:00+00:00,49.037,63.200417,43.89391,0.0,0.0,0.0,0.0,5.1499605,325.6196,8.0532,216,15,b'GMT-4'
2022-12-19 00:00:00+00:00,50.027,65.82813,45.42826,0.0,0.0,0.0,0.0,4.7559276,318.81415,8.5006,216,15,b'GMT-4'
2022-12-19 01:00:00+00:00,45.167,73.63211,39.908104,0.0,0.0,0.0,0.0,5.5022926,333.43503,8.7243,216,15,b'GMT-4'
2022-12-19 02:00:00+00:00,43.997,75.90225,38.836937,0.0,0.0,0.0,0.0,5.110945,336.8014,8.2769,216,15,b'GMT-4'
2022-12-19 03:00:00+00:00,43.726997,76.4174,38.463272,0.0,0.0,0.0,0.0,5.3172884,337.75092,8.7243,216,15,b'GMT-4'
