Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
George Pickens,PIT,6,4,75,0,4.0,38,9.5,37,9.3,8.5,1,4.0,0,0.0,0,109.7,3.0,2023,46
Allen Robinson,PIT,4,4,24,0,1.0,17,4.3,7,1.8,4.3,0,,0,0.0,0,91.7,3.0,2023,46
Pat Freiermuth,PIT,4,3,41,1,3.0,29,9.7,12,4.0,12.0,0,,0,0.0,0,146.9,3.0,2023,46
Jaylen Warren,PIT,4,3,23,0,1.0,-6,-2.0,29,9.7,0.0,0,,0,0.0,0,88.5,3.0,2023,46
Calvin Austin III,PIT,6,2,72,1,1.0,37,18.5,35,17.5,15.8,0,,0,0.0,0,119.4,3.0,2023,46
Najee Harris,PIT,1,0,0,0,0.0,0,,0,,8.0,0,,0,0.0,0,39.6,3.0,2023,46
Connor Heyward,PIT,2,0,0,0,,0,,0,,2.5,0,,0,0.0,0,39.6,3.0,2023,46
Davante Adams,LVR,20,13,172,2,9.0,138,10.6,34,2.6,12.0,0,,1,5.0,1,104.6,3.0,2023,46
Jakobi Meyers,LVR,12,7,85,0,2.0,71,10.1,14,2.0,12.8,1,7.0,0,0.0,1,45.5,3.0,2023,46
Josh Jacobs,LVR,5,3,18,0,0.0,10,3.3,8,2.7,2.8,0,,0,0.0,0,67.1,3.0,2023,46
Ameer Abdullah,LVR,3,2,16,0,,8,4.0,8,4.0,8.7,0,,0,0.0,0,79.9,3.0,2023,46
Hunter Renfrow,LVR,2,2,17,0,1.0,13,6.5,4,2.0,6.5,0,,0,0.0,0,102.1,3.0,2023,46
DeAndre Carter,LVR,1,1,16,0,,-3,-3.0,19,19.0,-3.0,0,,0,0.0,0,118.7,3.0,2023,46
Michael Mayer,LVR,1,0,0,0,,0,,0,,12.0,0,,0,0.0,1,0.0,3.0,2023,46
