Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Zack Moss,IND,30,122,0,10.0,74,2.5,48,1.6,0,,3.0,2023,37
Trey Sermon,IND,5,17,0,,8,1.6,9,1.8,0,,3.0,2023,37
Lamar Jackson,BAL,14,101,2,8.0,64,4.6,37,2.6,2,7.0,3.0,2023,37
Gus Edwards,BAL,11,51,0,3.0,28,2.5,23,2.1,0,,3.0,2023,37
Melvin Gordon,BAL,10,32,0,1.0,6,0.6,26,2.6,0,,3.0,2023,37
Kenyan Drake,BAL,1,0,0,,0,0.0,0,0.0,0,,3.0,2023,37
Zay Flowers,BAL,1,2,0,0.0,0,0.0,2,2.0,1,1.0,3.0,2023,37
