Player,Pos,home_team,team,week,year,game_id
Desmond Ridder,QB,0,Falcons,3.0,2023,34
Bijan Robinson,RB,0,Falcons,3.0,2023,34
Keith Smith,FB,0,Falcons,3.0,2023,34
Drake London,WR,0,Falcons,3.0,2023,34
MyCole Pruitt,TE,0,Falcons,3.0,2023,34
Kyle Pitts,TE,0,Falcons,3.0,2023,34
Matthew Bergeron,OL,0,Falcons,3.0,2023,34
Drew Dalman,OL,0,Falcons,3.0,2023,34
Jake Matthews,T,0,Falcons,3.0,2023,34
Kaleb McGary,T,0,Falcons,3.0,2023,34
Chris Lindstrom,G,0,Falcons,3.0,2023,34
Calais Campbell,DL,0,Falcons,3.0,2023,34
Grady Jarrett,DL,0,Falcons,3.0,2023,34
David Onyemata,DL,0,Falcons,3.0,2023,34
Bud Dupree,OLB,0,Falcons,3.0,2023,34
Troy Andersen,LB,0,Falcons,3.0,2023,34
Kaden Elliss,LB,0,Falcons,3.0,2023,34
Tre Flowers,CB,0,Falcons,3.0,2023,34
DeAundre Alford,CB,0,Falcons,3.0,2023,34
AJ Terrell,CB,0,Falcons,3.0,2023,34
Richie Grant,S,0,Falcons,3.0,2023,34
Jessie Bates III,S,0,Falcons,3.0,2023,34
