Unnamed: 0,LAC,MIN,week,year,game_id
First Downs,24,29,3.0,2023,41
Rush-Yds-TDs,15-30-0,24-130-0,3.0,2023,41
Cmp-Att-Yd-TD-INT,41-48-454-4-0,32-50-367-3-1,3.0,2023,41
Sacked-Yards,1-9,4-22,3.0,2023,41
Net Pass Yards,445,345,3.0,2023,41
Total Yards,475,475,3.0,2023,41
Fumbles-Lost,4-1,1-1,3.0,2023,41
Turnovers,1,2,3.0,2023,41
Penalties-Yards,12-94,6-45,3.0,2023,41
Third Down Conv.,5-11,4-14,3.0,2023,41
Fourth Down Conv.,1-2,2-3,3.0,2023,41
Time of Possession,26:47,33:13,3.0,2023,41
