Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Matthew Stafford,LAR,0,0,0,0,0,3.0,2023,48
Kyren Williams,LAR,7,2,27,0,20,3.0,2023,48
Tutu Atwell,LAR,9,4,50,1,37,3.0,2023,48
Van Jefferson,LAR,3,1,46,0,46,3.0,2023,48
Puka Nacua,LAR,7,5,72,0,37,3.0,2023,48
Tyler Higbee,LAR,5,5,71,0,22,3.0,2023,48
Ben Skowronek,LAR,1,1,3,0,3,3.0,2023,48
Joe Burrow,CIN,0,0,0,0,0,3.0,2023,48
Joe Mixon,CIN,2,1,5,0,5,3.0,2023,48
Trayveon Williams,CIN,2,0,0,0,0,3.0,2023,48
Ja'Marr Chase,CIN,15,12,141,0,43,3.0,2023,48
Tyler Boyd,CIN,9,5,39,0,12,3.0,2023,48
Tanner Hudson,CIN,4,2,30,0,26,3.0,2023,48
Tee Higgins,CIN,8,2,21,0,13,3.0,2023,48
Mitchell Wilcox,CIN,3,2,10,0,7,3.0,2023,48
Drew Sample,CIN,1,1,7,0,7,3.0,2023,48
Charlie Jones,CIN,2,1,6,0,6,3.0,2023,48
