Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bengals,3.0,-8.0,-4.5,-0.71,-3.4,7.34,11.09,-4.08,7.78,3.79,-2.98,5.03,2.19,-3.49,3.04,3.0,2023,48
Rams,-3.0,-7.34,-11.09,4.08,-7.78,8.0,4.5,0.71,3.4,-3.79,-5.03,2.98,3.49,-2.19,-3.04,3.0,2023,48
