0,1,week,year,game_id
Won Toss,Panthers (deferred),3.0,2023,43
Roof,outdoors,3.0,2023,43
Surface,fieldturf,3.0,2023,43
Duration,3:35,3.0,2023,43
Attendance,68699,3.0,2023,43
Weather,"61 degrees, relative humidity 76%, wind 2 mph",3.0,2023,43
Vegas Line,Seattle Seahawks -5.0,3.0,2023,43
Over/Under,43.0 (over),3.0,2023,43
