#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:37,DEN 25,3,1:33,5,Punt,0,Broncos,3.0,2023,38
2,1,6:31,DEN 25,10,5:19,75,Touchdown,0,Broncos,3.0,2023,38
3,2,10:16,DEN 25,8,3:40,62,Field Goal,0,Broncos,3.0,2023,38
4,2,4:47,MIA 33,3,1:38,-7,Punt,0,Broncos,3.0,2023,38
5,2,1:49,DEN 25,2,0:16,5,Fumble,0,Broncos,3.0,2023,38
6,2,1:29,DEN 25,9,1:26,68,Field Goal,0,Broncos,3.0,2023,38
7,3,15:00,DEN 25,4,2:43,17,Punt,0,Broncos,3.0,2023,38
8,3,7:48,DEN 25,7,2:35,52,Fumble,0,Broncos,3.0,2023,38
9,3,0:29,DEN 18,1,0:14,0,Interception,0,Broncos,3.0,2023,38
10,4,14:55,DEN 25,3,1:00,3,Punt,0,Broncos,3.0,2023,38
11,4,11:57,DEN 25,3,1:29,7,Punt,0,Broncos,3.0,2023,38
13,4,8:01,DEN 25,7,4:01,54,Downs,0,Broncos,3.0,2023,38
14,4,0:30,DEN 28,1,0:30,7,End of Game,0,Broncos,3.0,2023,38
