Player,Pos,home_team,team,week,year,game_id
Zach Wilson,QB,1,Jets,3.0,2023,42
Breece Hall,RB,1,Jets,3.0,2023,42
Randall Cobb,WR,1,Jets,3.0,2023,42
Garrett Wilson,WR,1,Jets,3.0,2023,42
Allen Lazard,WR,1,Jets,3.0,2023,42
Tyler Conklin,TE,1,Jets,3.0,2023,42
Mekhi Becton,T,1,Jets,3.0,2023,42
Laken Tomlinson,G,1,Jets,3.0,2023,42
Alijah Vera-Tucker,G,1,Jets,3.0,2023,42
Connor McGovern,C,1,Jets,3.0,2023,42
Joe Tippmann,C,1,Jets,3.0,2023,42
Quinton Jefferson,DL,1,Jets,3.0,2023,42
John Franklin-Myers,DL,1,Jets,3.0,2023,42
Quinnen Williams,DL,1,Jets,3.0,2023,42
Jermaine Johnson II,LB,1,Jets,3.0,2023,42
C.J. Mosley,LB,1,Jets,3.0,2023,42
Quincy Williams,LB,1,Jets,3.0,2023,42
Sauce Gardner,CB,1,Jets,3.0,2023,42
D.J. Reed,CB,1,Jets,3.0,2023,42
Jordan Whitehead,S,1,Jets,3.0,2023,42
Ashtyn Davis,S,1,Jets,3.0,2023,42
Adrian Amos,S,1,Jets,3.0,2023,42
