Player,Pos,home_team,team,week,year,game_id
Jared Goff,QB,1,Lions,3.0,2023,34
Jahmyr Gibbs,RB,1,Lions,3.0,2023,34
Amon-Ra St. Brown,WR,1,Lions,3.0,2023,34
Josh Reynolds,WR,1,Lions,3.0,2023,34
Kalif Raymond,WR,1,Lions,3.0,2023,34
Marvin Jones,WR,1,Lions,3.0,2023,34
Graham Glasgow,OL,1,Lions,3.0,2023,34
Penei Sewell,T,1,Lions,3.0,2023,34
Matt Nelson,T,1,Lions,3.0,2023,34
Jonah Jackson,G,1,Lions,3.0,2023,34
Frank Ragnow,C,1,Lions,3.0,2023,34
John Cominsky,DL,1,Lions,3.0,2023,34
Aidan Hutchinson,DL,1,Lions,3.0,2023,34
Benito Jones,DL,1,Lions,3.0,2023,34
Alim McNeill,DL,1,Lions,3.0,2023,34
Derrick Barnes,LB,1,Lions,3.0,2023,34
Jack Campbell,LB,1,Lions,3.0,2023,34
Alex Anzalone,LB,1,Lions,3.0,2023,34
Jerry Jacobs,CB,1,Lions,3.0,2023,34
Cameron Sutton,CB,1,Lions,3.0,2023,34
Brian Branch,DB,1,Lions,3.0,2023,34
Tracy Walker,S,1,Lions,3.0,2023,34
