Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Andy Dalton,CAR,2,11,0,10,3.0,2023,43
Miles Sanders,CAR,9,24,1,15,3.0,2023,43
Laviska Shenault Jr.,CAR,2,7,0,5,3.0,2023,43
Chuba Hubbard,CAR,1,2,0,2,3.0,2023,43
Adam Thielen,CAR,0,0,0,0,3.0,2023,43
DJ Chark,CAR,0,0,0,0,3.0,2023,43
Terrace Marshall Jr.,CAR,0,0,0,0,3.0,2023,43
Jonathan Mingo,CAR,0,0,0,0,3.0,2023,43
Tommy Tremble,CAR,0,0,0,0,3.0,2023,43
Hayden Hurst,CAR,0,0,0,0,3.0,2023,43
Ian Thomas,CAR,0,0,0,0,3.0,2023,43
Geno Smith,SEA,4,-4,0,-1,3.0,2023,43
Kenneth Walker III,SEA,18,97,2,36,3.0,2023,43
Zach Charbonnet,SEA,9,46,0,12,3.0,2023,43
DeeJay Dallas,SEA,2,7,0,8,3.0,2023,43
D.K. Metcalf,SEA,0,0,0,0,3.0,2023,43
Noah Fant,SEA,0,0,0,0,3.0,2023,43
Colby Parkinson,SEA,0,0,0,0,3.0,2023,43
Tyler Lockett,SEA,0,0,0,0,3.0,2023,43
Jaxon Smith-Njigba,SEA,0,0,0,0,3.0,2023,43
Jake Bobo,SEA,0,0,0,0,3.0,2023,43
