Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Andy Dalton,CAR,0,0,3.0,2023,43
Miles Sanders,CAR,0,0,3.0,2023,43
Laviska Shenault Jr.,CAR,0,0,3.0,2023,43
Chuba Hubbard,CAR,0,0,3.0,2023,43
Adam Thielen,CAR,0,0,3.0,2023,43
DJ Chark,CAR,0,0,3.0,2023,43
Terrace Marshall Jr.,CAR,0,0,3.0,2023,43
Jonathan Mingo,CAR,0,0,3.0,2023,43
Tommy Tremble,CAR,0,0,3.0,2023,43
Hayden Hurst,CAR,0,0,3.0,2023,43
Ian Thomas,CAR,0,0,3.0,2023,43
Geno Smith,SEA,0,0,3.0,2023,43
Kenneth Walker III,SEA,0,0,3.0,2023,43
Zach Charbonnet,SEA,0,0,3.0,2023,43
DeeJay Dallas,SEA,0,0,3.0,2023,43
D.K. Metcalf,SEA,0,0,3.0,2023,43
Noah Fant,SEA,0,0,3.0,2023,43
Colby Parkinson,SEA,0,0,3.0,2023,43
Tyler Lockett,SEA,0,0,3.0,2023,43
Jaxon Smith-Njigba,SEA,0,0,3.0,2023,43
Jake Bobo,SEA,0,0,3.0,2023,43
