Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Matt Judon,NWE,0,0,0,0,0,2.0,5,2,3,2,3,0,0,0,0,3.0,2023,42
Christian Barmore,NWE,0,0,0,0,1,1.0,2,1,1,1,1,0,0,0,0,3.0,2023,42
Kyle Dugger,NWE,0,0,0,0,1,0.0,7,5,2,1,0,0,0,0,0,3.0,2023,42
Jabrill Peppers,NWE,0,0,0,0,0,0.0,7,6,1,1,0,0,0,0,0,3.0,2023,42
Ja'Whaun Bentley,NWE,0,0,0,0,1,0.0,5,3,2,1,2,0,0,0,0,3.0,2023,42
Anfernee Jennings,NWE,0,0,0,0,0,0.0,5,4,1,1,1,0,0,0,0,3.0,2023,42
Jahlani Tavai,NWE,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0,3.0,2023,42
Myles Bryant,NWE,0,0,0,0,1,0.0,4,3,1,0,0,0,0,0,0,3.0,2023,42
Christian Gonzalez,NWE,0,0,0,0,1,0.0,3,2,1,0,0,0,0,0,0,3.0,2023,42
Adrian Phillips,NWE,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,3.0,2023,42
Ty Montgomery,NWE,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,3.0,2023,42
Sam Roberts,NWE,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,3.0,2023,42
Mack Wilson,NWE,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,3.0,2023,42
Deatrich Wise Jr.,NWE,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,3.0,2023,42
Chris Board,NWE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,3.0,2023,42
Daniel Ekuale,NWE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,3.0,2023,42
Davon Godchaux,NWE,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,3.0,2023,42
Brenden Schooler,NWE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,3.0,2023,42
Ameer Speed,NWE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,3.0,2023,42
Joshua Uche,NWE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,3.0,2023,42
Shaun Wade,NWE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,3.0,2023,42
C.J. Mosley,NYJ,0,0,0,0,0,0.0,10,7,3,0,0,0,0,0,0,3.0,2023,42
Jordan Whitehead,NYJ,0,0,0,0,1,0.0,10,9,1,0,0,0,0,0,0,3.0,2023,42
Quincy Williams,NYJ,0,0,0,0,0,0.0,9,7,2,1,0,0,0,0,0,3.0,2023,42
Adrian Amos,NYJ,0,0,0,0,1,0.0,7,6,1,0,0,0,0,0,0,3.0,2023,42
D.J. Reed,NYJ,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0,3.0,2023,42
Michael Carter II,NYJ,0,0,0,0,1,0.0,3,3,0,0,0,0,0,0,0,3.0,2023,42
Sauce Gardner,NYJ,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,3.0,2023,42
Jermaine Johnson II,NYJ,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,3.0,2023,42
Micheal Clemons,NYJ,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,3.0,2023,42
Ashtyn Davis,NYJ,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,3.0,2023,42
John Franklin-Myers,NYJ,0,0,0,0,0,0.0,2,1,1,0,1,0,0,0,0,3.0,2023,42
Jamien Sherwood,NYJ,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,3.0,2023,42
Solomon Thomas,NYJ,0,0,0,0,0,0.0,2,2,0,1,0,0,0,0,0,3.0,2023,42
Al Woods,NYJ,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,3.0,2023,42
Xavier Gipson,NYJ,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,3.0,2023,42
Justin Hardee,NYJ,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,3.0,2023,42
Bryce Huff,NYJ,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,3.0,2023,42
Quinton Jefferson,NYJ,0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,0,3.0,2023,42
Carl Lawson,NYJ,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,3.0,2023,42
C.J. Uzomah,NYJ,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,3.0,2023,42
Quinnen Williams,NYJ,0,0,0,0,1,0.0,1,1,0,0,3,0,0,0,0,3.0,2023,42
Breece Hall,NYJ,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,3.0,2023,42
