Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Gardner Minshew II,IND,0,0,0,0,3.0,2023,37
Zack Moss,IND,30,122,0,24,3.0,2023,37
Trey Sermon,IND,5,17,0,5,3.0,2023,37
Michael Pittman Jr.,IND,0,0,0,0,3.0,2023,37
Josh Downs,IND,0,0,0,0,3.0,2023,37
Alec Pierce,IND,0,0,0,0,3.0,2023,37
Andrew Ogletree,IND,0,0,0,0,3.0,2023,37
Kylen Granson,IND,0,0,0,0,3.0,2023,37
Isaiah McKenzie,IND,0,0,0,0,3.0,2023,37
Lamar Jackson,BAL,14,101,2,16,3.0,2023,37
Gus Edwards,BAL,11,51,0,14,3.0,2023,37
Melvin Gordon,BAL,10,32,0,15,3.0,2023,37
Zay Flowers,BAL,1,2,0,2,3.0,2023,37
Nelson Agholor,BAL,0,0,0,0,3.0,2023,37
Mark Andrews,BAL,0,0,0,0,3.0,2023,37
Kenyan Drake,BAL,1,0,0,0,3.0,2023,37
Isaiah Likely,BAL,0,0,0,0,3.0,2023,37
Rashod Bateman,BAL,0,0,0,0,3.0,2023,37
Devin Duvernay,BAL,0,0,0,0,3.0,2023,37
