Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Justin Fields,CHI,0,0,0,0,0,3.0,2023,44
Roschon Johnson,CHI,2,2,11,0,6,3.0,2023,44
Khalil Herbert,CHI,2,2,4,0,5,3.0,2023,44
D.J. Moore,CHI,6,3,41,1,29,3.0,2023,44
Cole Kmet,CHI,2,2,22,0,14,3.0,2023,44
Chase Claypool,CHI,4,1,15,0,15,3.0,2023,44
Tyler Scott,CHI,3,1,6,0,6,3.0,2023,44
Darnell Mooney,CHI,1,0,0,0,0,3.0,2023,44
Patrick Mahomes,KAN,0,0,0,0,0,3.0,2023,44
Blaine Gabbert,KAN,0,0,0,0,0,3.0,2023,44
Isiah Pacheco,KAN,3,2,16,0,9,3.0,2023,44
Clyde Edwards-Helaire,KAN,1,1,2,0,2,3.0,2023,44
Jerick McKinnon,KAN,3,3,19,2,10,3.0,2023,44
Travis Kelce,KAN,8,7,69,1,24,3.0,2023,44
Rashee Rice,KAN,7,5,59,0,15,3.0,2023,44
Justin Watson,KAN,3,2,51,0,37,3.0,2023,44
Skyy Moore,KAN,6,4,42,0,21,3.0,2023,44
Marquez Valdes-Scantling,KAN,2,1,37,0,37,3.0,2023,44
Noah Gray,KAN,2,1,9,0,9,3.0,2023,44
Justyn Ross,KAN,1,0,0,0,0,3.0,2023,44
Kadarius Toney,KAN,1,1,-1,0,-1,3.0,2023,44
