Player,Pos,home_team,team,week,year,game_id
Joshua Dobbs,QB,1,Cardinals,3.0,2023,45
James Conner,RB,1,Cardinals,3.0,2023,45
Marquise Brown,WR,1,Cardinals,3.0,2023,45
Michael Wilson,WR,1,Cardinals,3.0,2023,45
Zach Ertz,TE,1,Cardinals,3.0,2023,45
Trey McBride,TE,1,Cardinals,3.0,2023,45
Elijah Wilkinson,OL,1,Cardinals,3.0,2023,45
Hjalte Froholdt,OL,1,Cardinals,3.0,2023,45
Will Hernandez,OL,1,Cardinals,3.0,2023,45
D.J. Humphries,OL,1,Cardinals,3.0,2023,45
Paris Johnson,OL,1,Cardinals,3.0,2023,45
Kevin Strong,DL,1,Cardinals,3.0,2023,45
Jonathan Ledbetter,DL,1,Cardinals,3.0,2023,45
Leki Fotu,DT,1,Cardinals,3.0,2023,45
Victor Dimukeje,OLB,1,Cardinals,3.0,2023,45
Kyzir White,LB,1,Cardinals,3.0,2023,45
Zaven Collins,LB,1,Cardinals,3.0,2023,45
Krys Barnes,LB,1,Cardinals,3.0,2023,45
Kei'Trel Clark,CB,1,Cardinals,3.0,2023,45
Marco Wilson,CB,1,Cardinals,3.0,2023,45
Jalen Thompson,S,1,Cardinals,3.0,2023,45
K'Von Wallace,S,1,Cardinals,3.0,2023,45
