Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Ben Bartch,G,73,100%,0,0%,5,17%,1,Jaguars,3.0,2023,40
Walker Little,T,73,100%,0,0%,5,17%,1,Jaguars,3.0,2023,40
Luke Fortner,C,73,100%,0,0%,1,3%,1,Jaguars,3.0,2023,40
Brandon Scherff,G,73,100%,0,0%,0,0%,1,Jaguars,3.0,2023,40
Trevor Lawrence,QB,68,93%,0,0%,0,0%,1,Jaguars,3.0,2023,40
Christian Kirk,WR,63,86%,0,0%,0,0%,1,Jaguars,3.0,2023,40
Calvin Ridley,WR,60,82%,0,0%,0,0%,1,Jaguars,3.0,2023,40
Travis Etienne,RB,52,71%,0,0%,0,0%,1,Jaguars,3.0,2023,40
Evan Engram,TE,52,71%,0,0%,0,0%,1,Jaguars,3.0,2023,40
Anton Harrison,T,51,70%,0,0%,4,14%,1,Jaguars,3.0,2023,40
Jamal Agnew,WR,40,55%,0,0%,11,38%,1,Jaguars,3.0,2023,40
Luke Farrell,TE,25,34%,0,0%,9,31%,1,Jaguars,3.0,2023,40
Tim Jones,WR,24,33%,0,0%,4,14%,1,Jaguars,3.0,2023,40
Cole Van Lanen,G,22,30%,0,0%,5,17%,1,Jaguars,3.0,2023,40
Brenton Strange,TE,21,29%,0,0%,16,55%,1,Jaguars,3.0,2023,40
D'Ernest Johnson,RB,12,16%,0,0%,17,59%,1,Jaguars,3.0,2023,40
Tank Bigsby,RB,9,12%,0,0%,0,0%,1,Jaguars,3.0,2023,40
Jacob Harris,WR,7,10%,0,0%,17,59%,1,Jaguars,3.0,2023,40
C.J. Beathard,QB,5,7%,0,0%,0,0%,1,Jaguars,3.0,2023,40
Andre Cisco,SS,0,0%,56,100%,11,38%,1,Jaguars,3.0,2023,40
Foyesade Oluokun,LB,0,0%,56,100%,7,24%,1,Jaguars,3.0,2023,40
Rayshawn Jenkins,SS,0,0%,55,98%,9,31%,1,Jaguars,3.0,2023,40
Tyson Campbell,CB,0,0%,55,98%,7,24%,1,Jaguars,3.0,2023,40
Darious Williams,CB,0,0%,48,86%,7,24%,1,Jaguars,3.0,2023,40
Travon Walker,LB,0,0%,47,84%,7,24%,1,Jaguars,3.0,2023,40
Devin Lloyd,LB,0,0%,42,75%,7,24%,1,Jaguars,3.0,2023,40
Roy Robertson-Harris,DT,0,0%,41,73%,7,24%,1,Jaguars,3.0,2023,40
Josh Hines-Allen,LB,0,0%,39,70%,7,24%,1,Jaguars,3.0,2023,40
Folorunso Fatukasi,DT,0,0%,26,47%,0,0%,1,Jaguars,3.0,2023,40
Jeremiah Ledbetter,DE,0,0%,25,45%,7,24%,1,Jaguars,3.0,2023,40
Tre Herndon,CB,0,0%,23,41%,2,7%,1,Jaguars,3.0,2023,40
Angelo Blackson,DT,0,0%,23,41%,0,0%,1,Jaguars,3.0,2023,40
Adam Gotsis,DE,0,0%,22,39%,21,72%,1,Jaguars,3.0,2023,40
Chad Muma,LB,0,0%,19,34%,17,59%,1,Jaguars,3.0,2023,40
K'Lavon Chaisson,LB,0,0%,16,29%,4,14%,1,Jaguars,3.0,2023,40
Yasir Abdullah,LB,0,0%,11,20%,0,0%,1,Jaguars,3.0,2023,40
Tyler Lacy,DE,0,0%,7,13%,0,0%,1,Jaguars,3.0,2023,40
Andrew Wingard,FS,0,0%,4,7%,17,59%,1,Jaguars,3.0,2023,40
Shaquille Quarterman,LB,0,0%,0,0%,17,59%,1,Jaguars,3.0,2023,40
Daniel Thomas,SS,0,0%,0,0%,17,59%,1,Jaguars,3.0,2023,40
Caleb Johnson,LB,0,0%,0,0%,17,59%,1,Jaguars,3.0,2023,40
Brandon McManus,K,0,0%,0,0%,9,31%,1,Jaguars,3.0,2023,40
Ross Matiscik,LS,0,0%,0,0%,7,24%,1,Jaguars,3.0,2023,40
Logan Cooke,P,0,0%,0,0%,7,24%,1,Jaguars,3.0,2023,40
Tyler Shatley,G,0,0%,0,0%,5,17%,1,Jaguars,3.0,2023,40
Blake Hance,G,0,0%,0,0%,5,17%,1,Jaguars,3.0,2023,40
Christian Braswell,CB,0,0%,0,0%,4,14%,1,Jaguars,3.0,2023,40
