Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Desmond Ridder,ATL,2,3,0,2,3.0,2023,34
Bijan Robinson,ATL,10,33,0,11,3.0,2023,34
Tyler Allgeier,ATL,7,12,0,5,3.0,2023,34
Jonnu Smith,ATL,0,0,0,0,3.0,2023,34
Drake London,ATL,0,0,0,0,3.0,2023,34
Mack Hollins,ATL,0,0,0,0,3.0,2023,34
KhaDarel Hodge,ATL,0,0,0,0,3.0,2023,34
MyCole Pruitt,ATL,0,0,0,0,3.0,2023,34
Kyle Pitts,ATL,1,-4,0,-4,3.0,2023,34
Jared Goff,DET,5,3,1,3,3.0,2023,34
Jahmyr Gibbs,DET,17,80,0,21,3.0,2023,34
Craig Reynolds,DET,4,15,0,8,3.0,2023,34
Zonovan Knight,DET,3,13,0,8,3.0,2023,34
Amon-Ra St. Brown,DET,1,4,0,4,3.0,2023,34
Sam LaPorta,DET,0,0,0,0,3.0,2023,34
Kalif Raymond,DET,0,0,0,0,3.0,2023,34
Jason Cabinda,DET,1,0,0,0,3.0,2023,34
