Unnamed: 0,TEN,CLE,week,year,game_id
First Downs,6,23,3.0,2023,36
Rush-Yds-TDs,15-26-0,31-78-1,3.0,2023,36
Cmp-Att-Yd-TD-INT,13-25-104-0-0,27-33-289-2-0,3.0,2023,36
Sacked-Yards,5-36,3-26,3.0,2023,36
Net Pass Yards,68,263,3.0,2023,36
Total Yards,94,341,3.0,2023,36
Fumbles-Lost,1-0,3-1,3.0,2023,36
Turnovers,0,1,3.0,2023,36
Penalties-Yards,8-80,5-46,3.0,2023,36
Third Down Conv.,2-12,6-13,3.0,2023,36
Fourth Down Conv.,1-1,1-1,3.0,2023,36
Time of Possession,21:31,38:29,3.0,2023,36
