Player,Pos,home_team,team,week,year,game_id
Derek Carr,QB,0,Saints,3.0,2023,39
Tony Jones,RB,0,Saints,3.0,2023,39
Adam Prentice,FB,0,Saints,3.0,2023,39
Keith Kirkwood,WR,0,Saints,3.0,2023,39
Rashid Shaheed,WR,0,Saints,3.0,2023,39
Juwan Johnson,TE,0,Saints,3.0,2023,39
James Hurst,OL,0,Saints,3.0,2023,39
Erik McCoy,OL,0,Saints,3.0,2023,39
Cesar Ruiz,OL,0,Saints,3.0,2023,39
Trevor Penning,T,0,Saints,3.0,2023,39
Ryan Ramczyk,T,0,Saints,3.0,2023,39
Cameron Jordan,DE,0,Saints,3.0,2023,39
Carl Granderson,DE,0,Saints,3.0,2023,39
Nathan Shepherd,DT,0,Saints,3.0,2023,39
Khalen Saunders,DT,0,Saints,3.0,2023,39
Demario Davis,LB,0,Saints,3.0,2023,39
Pete Werner,LB,0,Saints,3.0,2023,39
Marshon Lattimore,CB,0,Saints,3.0,2023,39
Alontae Taylor,CB,0,Saints,3.0,2023,39
Isaac Yiadom,CB,0,Saints,3.0,2023,39
Jordan Howden,DB,0,Saints,3.0,2023,39
Tyrann Mathieu,S,0,Saints,3.0,2023,39
