Quarter,Time,Down,ToGo,Location,LAR,CIN,Detail,EPB,EPA,week,year,game_id
1.0,3:42,2.0,6.0,CIN 25,3.0,0.0,Joe Mixon left tackle for 2 yards (tackle by Jonah Williams and Christian Rozeboom),0.34,-0.1,3.0,2023,48
1.0,3:04,3.0,4.0,CIN 27,3.0,0.0,Joe Burrow pass complete short left to Ja'Marr Chase for 6 yards (tackle by Derion Kendrick),-0.1,1.14,3.0,2023,48
1.0,2:24,1.0,10.0,CIN 33,3.0,0.0,Joe Burrow pass complete short right to Joe Mixon for 5 yards (tackle by Ernest Jones),1.14,1.27,3.0,2023,48
1.0,1:37,2.0,5.0,CIN 38,3.0,0.0,Joe Burrow pass complete short middle to Ja'Marr Chase for 10 yards (tackle by Christian Rozeboom),1.27,2.13,3.0,2023,48
1.0,0:58,1.0,10.0,CIN 48,3.0,0.0,Joe Burrow pass complete short right to Ja'Marr Chase for 7 yards,2.13,2.53,3.0,2023,48
1.0,0:20,2.0,3.0,LAR 45,3.0,0.0,Joe Mixon left guard for 7 yards (tackle by Ernest Jones),2.53,3.05,3.0,2023,48
2.0,15:00,1.0,10.0,LAR 38,3.0,0.0,Joe Burrow pass complete short left to Mitchell Wilcox for 3 yards (tackle by Christian Rozeboom and Derion Kendrick),3.05,2.91,3.0,2023,48
2.0,14:16,,,,,,Timeout #1 by Cincinnati Bengals,,,3.0,2023,48
2.0,14:16,2.0,7.0,LAR 35,3.0,0.0,"Joe Burrow pass incomplete short right intended for Tee Higgins. Penalty on Cobie Durant: Defensive Holding, 5 yards (accepted) (no play)",2.91,3.58,3.0,2023,48
2.0,14:11,1.0,10.0,LAR 30,3.0,0.0,Joe Burrow pass incomplete short right,3.58,3.03,3.0,2023,48
2.0,14:07,2.0,10.0,LAR 30,3.0,0.0,Joe Burrow pass complete short left to Tyler Boyd for 4 yards (tackle by Cobie Durant),3.03,2.94,3.0,2023,48
2.0,13:23,3.0,5.0,LAR 26,3.0,0.0,"Penalty on Tyler Boyd: False Start, 5 yards (accepted) (no play)",2.94,2.28,3.0,2023,48
2.0,13:04,3.0,10.0,LAR 31,3.0,0.0,Joe Burrow pass incomplete short left intended for Tanner Hudson,2.28,1.32,3.0,2023,48
2.0,13:00,4.0,10.0,LAR 31,3.0,3.0,Evan McPherson 49 yard field goal good,1.32,3.0,3.0,2023,48
2.0,12:55,,,CIN 35,3.0,3.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,3.0,2023,48
2.0,12:55,1.0,10.0,LAR 25,3.0,3.0,Matthew Stafford pass complete short right to Puka Nacua for 11 yards (tackle by Cam Taylor-Britt),0.61,1.33,3.0,2023,48
2.0,12:14,1.0,10.0,LAR 36,3.0,3.0,Matthew Stafford pass complete short middle to Tyler Higbee for 15 yards (tackle by Daxton Hill),1.33,2.32,3.0,2023,48
2.0,11:27,1.0,10.0,CIN 49,3.0,3.0,Matthew Stafford pass complete deep left to Tutu Atwell for 37 yards (tackle by Daxton Hill),2.32,4.78,3.0,2023,48
2.0,10:43,1.0,10.0,CIN 12,3.0,3.0,Matthew Stafford pass incomplete short right intended for Kyren Williams,4.78,4.1,3.0,2023,48
2.0,10:39,2.0,10.0,CIN 12,3.0,3.0,Kyren Williams right tackle for 7 yards (tackle by Chidobe Awuzie),4.1,4.61,3.0,2023,48
2.0,9:56,3.0,3.0,CIN 5,3.0,3.0,Matthew Stafford pass incomplete short middle intended for Tutu Atwell,4.61,3.02,3.0,2023,48
2.0,9:52,4.0,3.0,CIN 5,6.0,3.0,Brett Maher 23 yard field goal good,3.02,3.0,3.0,2023,48
2.0,9:49,,,LAR 35,6.0,3.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,3.0,2023,48
2.0,9:49,1.0,10.0,CIN 25,6.0,3.0,Joe Mixon left guard for no gain (tackle by Byron Young),0.61,0.06,3.0,2023,48
2.0,9:17,2.0,10.0,CIN 25,6.0,3.0,Joe Burrow pass incomplete short middle intended for Tee Higgins (defended by Derion Kendrick),0.06,-0.62,3.0,2023,48
2.0,9:12,3.0,10.0,CIN 25,6.0,3.0,Joe Burrow pass complete short left to Ja'Marr Chase for 11 yards,-0.62,1.33,3.0,2023,48
2.0,8:40,1.0,10.0,CIN 36,6.0,3.0,Joe Burrow pass incomplete short left intended for Tee Higgins (defended by Derion Kendrick),1.33,0.79,3.0,2023,48
2.0,8:37,2.0,10.0,CIN 36,6.0,3.0,Joe Burrow sacked by Aaron Donald for -8 yards,0.79,-0.96,3.0,2023,48
2.0,7:52,3.0,18.0,CIN 28,6.0,3.0,Joe Burrow pass complete short left to Tee Higgins for 8 yards (tackle by Derion Kendrick and Russ Yeast),-0.96,-0.98,3.0,2023,48
2.0,7:11,4.0,10.0,CIN 36,6.0,3.0,"Brad Robbins punts 33 yards out of bounds. Penalty on Tycen Anderson: Player Out of Bounds on Kick, 5 yards (accepted)",-0.98,-1.33,3.0,2023,48
2.0,7:04,1.0,10.0,LAR 36,6.0,3.0,Van Jefferson right end for 4 yards (tackle by Sam Hubbard and Chidobe Awuzie),1.33,1.33,3.0,2023,48
2.0,6:21,2.0,6.0,LAR 40,6.0,3.0,Kyren Williams left end for -3 yards (tackle by Daxton Hill),1.33,0.23,3.0,2023,48
2.0,5:37,,,,,,Timeout #1 by Los Angeles Rams,,,3.0,2023,48
2.0,5:37,3.0,9.0,LAR 37,6.0,3.0,Matthew Stafford pass complete short right to Tyler Higbee for 7 yards (tackle by Daxton Hill),0.23,-0.46,3.0,2023,48
2.0,4:56,4.0,2.0,LAR 44,6.0,3.0,Ethan Evans punts 45 yards out of bounds,-0.46,0.37,3.0,2023,48
2.0,4:46,1.0,10.0,CIN 11,6.0,3.0,Joe Burrow pass complete short middle to Ja'Marr Chase for 13 yards (tackle by Christian Rozeboom and Derion Kendrick),-0.37,0.54,3.0,2023,48
2.0,4:03,1.0,10.0,CIN 24,6.0,3.0,Joe Burrow pass incomplete short right intended for Tee Higgins,0.54,0.0,3.0,2023,48
2.0,3:59,2.0,10.0,CIN 24,6.0,3.0,Joe Burrow pass incomplete short left intended for Tyler Boyd,0.0,-0.69,3.0,2023,48
2.0,3:56,3.0,10.0,CIN 24,6.0,3.0,Joe Burrow pass incomplete deep left intended for Ja'Marr Chase,-0.69,-1.77,3.0,2023,48
2.0,3:50,4.0,10.0,CIN 24,6.0,3.0,"Brad Robbins punts 46 yards, fair catch by Kyren Williams at LA-30",-1.77,-0.94,3.0,2023,48
2.0,3:43,1.0,10.0,LAR 30,6.0,3.0,"Matthew Stafford pass short middle intended for Van Jefferson is intercepted by Logan Wilson at LA-41 and returned for no gain (tackle by Van Jefferson) Replay Assistant challenged the pass interception ruling, and the play was upheld.",0.94,-2.85,3.0,2023,48
2.0,3:38,1.0,10.0,LAR 41,6.0,3.0,Joe Mixon right tackle for 2 yards (tackle by Aaron Donald),2.85,2.58,3.0,2023,48
2.0,2:56,2.0,8.0,LAR 39,6.0,3.0,"Joe Burrow pass complete deep right to Tee Higgins for no gain (tackle by Ahkello Witherspoon). Penalty on Tee Higgins: Offensive Pass Interference, 10 yards (accepted) (no play)",2.58,1.23,3.0,2023,48
2.0,2:36,2.0,18.0,LAR 49,6.0,3.0,Joe Burrow pass incomplete deep right intended for Tee Higgins,1.23,0.56,3.0,2023,48
2.0,2:33,3.0,18.0,LAR 49,6.0,3.0,Joe Burrow pass incomplete deep right intended for Ja'Marr Chase,0.56,0.0,3.0,2023,48
2.0,2:27,4.0,18.0,LAR 49,6.0,3.0,"Brad Robbins punts 44 yards, returned by Kyren Williams for 3 yards (tackle by Tycen Anderson)",0.0,0.38,3.0,2023,48
2.0,2:18,1.0,10.0,LAR 8,6.0,3.0,Kyren Williams right tackle for 9 yards (tackle by Cam Taylor-Britt),-0.38,0.05,3.0,2023,48
2.0,2:00,2.0,1.0,LAR 17,6.0,3.0,Matthew Stafford pass complete short middle to Puka Nacua for 4 yards (tackle by Logan Wilson),0.05,0.34,3.0,2023,48
2.0,1:37,1.0,10.0,LAR 21,6.0,3.0,Matthew Stafford pass incomplete short right intended for Puka Nacua,0.34,-0.2,3.0,2023,48
2.0,1:33,2.0,10.0,LAR 21,6.0,3.0,Matthew Stafford sacked by Daxton Hill for -8 yards,-0.2,-2.3,3.0,2023,48
2.0,1:29,,,,,,Timeout #2 by Cincinnati Bengals,,,3.0,2023,48
2.0,1:29,3.0,18.0,LAR 13,6.0,3.0,Kyren Williams up the middle for 6 yards (tackle by Sam Hubbard),-2.3,-2.14,3.0,2023,48
2.0,1:24,,,,,,Timeout #3 by Cincinnati Bengals,,,3.0,2023,48
2.0,1:24,4.0,12.0,LAR 19,6.0,3.0,"Ethan Evans punts 51 yards, returned by Charlie Jones for 10 yards (tackle by Royce Freeman and Michael Hoecht)",-2.14,-1.6,3.0,2023,48
2.0,1:13,1.0,10.0,CIN 40,6.0,3.0,Joe Burrow pass complete short right to Ja'Marr Chase for 9 yards,1.6,2.27,3.0,2023,48
2.0,1:09,2.0,1.0,CIN 49,6.0,3.0,Joe Burrow pass complete deep middle to Tanner Hudson for 26 yards (tackle by Jordan Fuller and Russ Yeast),2.27,3.91,3.0,2023,48
2.0,0:48,1.0,10.0,LAR 25,6.0,3.0,Joe Burrow pass incomplete short left intended for Tyler Boyd (defended by Cobie Durant),3.91,3.36,3.0,2023,48
2.0,0:42,,,,,,Timeout #2 by Los Angeles Rams,,,3.0,2023,48
2.0,0:42,2.0,10.0,LAR 25,6.0,3.0,Joe Burrow sacked by and Byron Young for -9 yards and Kobie Turner for -9 yards,3.36,1.49,3.0,2023,48
2.0,0:03,3.0,19.0,LAR 34,6.0,3.0,Joe Burrow spiked the ball,1.49,1.06,3.0,2023,48
2.0,0:03,4.0,19.0,LAR 34,6.0,6.0,Evan McPherson 53 yard field goal good,1.06,3.0,3.0,2023,48
3.0,15:00,,,CIN 35,6.0,6.0,"Evan McPherson kicks off 53 yards,",0.0,0.61,3.0,2023,48
3.0,15:00,1.0,10.0,LAR 25,6.0,6.0,Matthew Stafford pass complete deep left to Tyler Higbee for 22 yards (tackle by Cam Taylor-Britt),0.61,2.06,3.0,2023,48
3.0,14:21,1.0,10.0,LAR 47,6.0,6.0,"Penalty on Zachary Thomas: False Start, 5 yards (accepted) (no play)",2.06,1.73,3.0,2023,48
3.0,14:04,1.0,15.0,LAR 42,6.0,6.0,Matthew Stafford pass complete short left to Kyren Williams for 20 yards (tackle by Logan Wilson),1.73,3.05,3.0,2023,48
3.0,13:18,1.0,10.0,CIN 38,6.0,6.0,Matthew Stafford pass complete short right to Ben Skowronek for 3 yards (tackle by Chidobe Awuzie),3.05,2.91,3.0,2023,48
3.0,12:33,,,,,,Timeout #1 by Los Angeles Rams,,,3.0,2023,48
3.0,12:33,2.0,7.0,CIN 35,6.0,6.0,"Matthew Stafford sacked by Trey Hendrickson for no gain. Penalty on Sam Hubbard: Face Mask (15 Yards), 14 yards (accepted) (no play)",2.91,4.17,3.0,2023,48
3.0,12:08,1.0,10.0,CIN 21,6.0,6.0,Kyren Williams right guard for 4 yards (tackle by Sam Hubbard),4.17,4.2,3.0,2023,48
3.0,11:32,2.0,6.0,CIN 17,6.0,6.0,Matthew Stafford pass incomplete short left intended for Kyren Williams,4.2,3.56,3.0,2023,48
3.0,11:24,,,,,,Timeout #1 by Cincinnati Bengals,,,3.0,2023,48
3.0,11:24,3.0,5.0,CIN 17,6.0,6.0,Matthew Stafford sacked by Trey Hendrickson for -7 yards,3.56,1.87,3.0,2023,48
3.0,10:42,4.0,13.0,CIN 24,9.0,6.0,Brett Maher 42 yard field goal good,1.87,3.0,3.0,2023,48
3.0,10:37,,,LAR 35,9.0,6.0,"Ethan Evans kicks off 65 yards,",0.0,0.61,3.0,2023,48
3.0,10:37,1.0,10.0,CIN 25,9.0,6.0,Joe Mixon left tackle for 13 yards (tackle by Cobie Durant),0.61,1.47,3.0,2023,48
3.0,10:00,1.0,10.0,CIN 38,9.0,6.0,Joe Mixon left guard for 2 yards (tackle by Byron Young),1.47,1.19,3.0,2023,48
3.0,9:20,2.0,8.0,CIN 40,9.0,6.0,Joe Burrow pass complete short right to Ja'Marr Chase for 16 yards (tackle by Cobie Durant),1.19,2.65,3.0,2023,48
3.0,8:39,1.0,10.0,LAR 44,9.0,6.0,Joe Burrow pass incomplete short right intended for Charlie Jones,2.65,2.11,3.0,2023,48
3.0,8:33,2.0,10.0,LAR 44,9.0,6.0,Joe Burrow pass incomplete short left intended for Trayveon Williams,2.11,1.42,3.0,2023,48
3.0,8:29,3.0,10.0,LAR 44,9.0,6.0,Joe Burrow pass complete short middle to Ja'Marr Chase for 13 yards (tackle by Jordan Fuller),1.42,3.51,3.0,2023,48
3.0,7:51,1.0,10.0,LAR 31,9.0,6.0,Joe Mixon right tackle for no gain (tackle by Ernest Jones),3.51,2.97,3.0,2023,48
3.0,7:06,2.0,10.0,LAR 31,9.0,6.0,Joe Burrow pass complete short right to Tee Higgins for 13 yards (tackle by Jordan Fuller),2.97,4.37,3.0,2023,48
3.0,6:22,1.0,10.0,LAR 18,9.0,6.0,Joe Burrow pass complete short left to Ja'Marr Chase for 4 yards (tackle by Christian Rozeboom),4.37,4.43,3.0,2023,48
3.0,5:39,2.0,6.0,LAR 14,9.0,12.0,"Joe Mixon left tackle for 14 yards, touchdown",4.43,7.0,3.0,2023,48
3.0,5:34,,,LAR 15,9.0,13.0,Evan McPherson kicks extra point good,0.0,0.0,3.0,2023,48
3.0,5:34,,,CIN 35,9.0,13.0,"Evan McPherson kicks off 57 yards, returned by Ronnie Rivers for 16 yards (tackle by Chase Brown and Akeem Davis-Gaither)",0.0,0.54,3.0,2023,48
3.0,5:29,1.0,10.0,LAR 24,9.0,13.0,Matthew Stafford pass complete deep middle to Van Jefferson for 46 yards (tackle by Nick Scott),0.54,3.58,3.0,2023,48
3.0,5:01,1.0,10.0,CIN 30,9.0,13.0,Matthew Stafford pass short left (defended by Mike Hilton) intended for Puka Nacua is intercepted by Logan Wilson at CIN-22 and returned for no gain,3.58,-0.41,3.0,2023,48
3.0,4:57,1.0,10.0,CIN 22,9.0,13.0,Joe Burrow pass incomplete deep middle intended for Tee Higgins,0.41,-0.13,3.0,2023,48
3.0,4:52,2.0,10.0,CIN 22,9.0,13.0,"Joe Burrow pass incomplete short middle intended for Tanner Hudson. Penalty on Quentin Lake: Defensive Pass Interference, 3 yards (accepted) (no play)",-0.13,0.61,3.0,2023,48
3.0,4:48,1.0,10.0,CIN 25,9.0,13.0,Joe Burrow pass complete deep right to Ja'Marr Chase for 43 yards (tackle by Jordan Fuller),0.61,3.45,3.0,2023,48
3.0,4:09,1.0,10.0,LAR 32,9.0,13.0,Joe Burrow pass complete short left to Ja'Marr Chase for 2 yards (tackle by Byron Young),3.45,3.17,3.0,2023,48
3.0,3:24,2.0,8.0,LAR 30,9.0,13.0,Joe Burrow pass incomplete short right intended for Tee Higgins,3.17,2.48,3.0,2023,48
3.0,3:20,3.0,8.0,LAR 30,9.0,13.0,Joe Burrow pass incomplete short left intended for Trayveon Williams (defended by Ernest Jones),2.48,1.41,3.0,2023,48
3.0,3:14,4.0,8.0,LAR 30,9.0,16.0,Evan McPherson 48 yard field goal good,1.41,3.0,3.0,2023,48
3.0,3:09,,,CIN 35,9.0,16.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,3.0,2023,48
3.0,3:09,1.0,10.0,LAR 25,9.0,16.0,Matthew Stafford pass complete short left to Kyren Williams for 7 yards (tackle by Logan Wilson),0.61,1.01,3.0,2023,48
3.0,2:45,2.0,3.0,LAR 32,9.0,16.0,Kyren Williams left guard for 2 yards (tackle by D.J. Reader),1.01,0.56,3.0,2023,48
3.0,1:55,3.0,1.0,LAR 34,9.0,16.0,"Matthew Stafford pass complete to Tutu Atwell for no gain (tackle by Mike Hilton). Penalty on Tremayne Anchrum: Offensive Facemask, 15 yards (accepted) (no play)",0.56,-1.51,3.0,2023,48
3.0,1:24,3.0,16.0,LAR 19,9.0,16.0,Kyren Williams right tackle for 4 yards (tackle by Sam Hubbard),-1.51,-1.83,3.0,2023,48
3.0,0:47,4.0,12.0,LAR 23,9.0,16.0,"Ethan Evans punts 58 yards, returned by Charlie Jones for 9 yards (tackle by Royce Freeman)",-1.83,-0.81,3.0,2023,48
3.0,0:37,1.0,10.0,CIN 28,9.0,16.0,Joe Mixon up the middle for 4 yards (tackle by Ernest Jones),0.81,0.8,3.0,2023,48
4.0,15:00,2.0,6.0,CIN 32,9.0,16.0,Joe Mixon right tackle for 8 yards (tackle by Ernest Jones),0.8,1.6,3.0,2023,48
4.0,14:23,1.0,10.0,CIN 40,9.0,16.0,Joe Mixon right tackle for 1 yard (tackle by Aaron Donald and Ernest Jones),1.6,1.19,3.0,2023,48
4.0,13:35,2.0,9.0,CIN 41,9.0,16.0,Joe Burrow pass incomplete short right intended for Joe Mixon,1.19,0.5,3.0,2023,48
4.0,13:29,3.0,9.0,CIN 41,9.0,16.0,Joe Burrow pass complete short middle to Tyler Boyd for 10 yards (tackle by Cobie Durant),0.5,2.32,3.0,2023,48
4.0,12:48,1.0,10.0,LAR 49,9.0,16.0,Joe Mixon right end for 2 yards (tackle by Jonah Williams and Michael Hoecht),2.32,2.05,3.0,2023,48
4.0,12:05,2.0,8.0,LAR 47,9.0,16.0,Joe Burrow pass incomplete short middle intended for Mitchell Wilcox (defended by Jonah Williams),2.05,1.36,3.0,2023,48
4.0,11:59,3.0,8.0,LAR 47,9.0,16.0,Joe Burrow pass complete short left to Drew Sample for 7 yards (tackle by Cobie Durant),1.36,0.59,3.0,2023,48
4.0,11:12,4.0,1.0,LAR 40,9.0,16.0,Joe Mixon left tackle for 3 yards (tackle by Aaron Donald),0.59,3.12,3.0,2023,48
4.0,10:27,1.0,10.0,LAR 37,9.0,16.0,Joe Burrow pass deep left intended for Tyler Boyd is intercepted by Ahkello Witherspoon at LA-20 and returned for no gain (tackle by Tyler Boyd),3.12,-0.28,3.0,2023,48
4.0,10:21,1.0,10.0,LAR 20,9.0,16.0,Matthew Stafford pass incomplete deep left intended for Tutu Atwell,0.28,-0.27,3.0,2023,48
4.0,10:16,2.0,10.0,LAR 20,9.0,16.0,Matthew Stafford sacked by Trey Hendrickson for -8 yards,-0.27,-2.36,3.0,2023,48
4.0,9:30,3.0,18.0,LAR 12,9.0,16.0,Matthew Stafford sacked by B.J. Hill for -8 yards,-2.36,-2.49,3.0,2023,48
4.0,8:53,4.0,26.0,LAR 4,9.0,16.0,"Ethan Evans punts 55 yards, returned by Charlie Jones for 19 yards (tackle by Tre'Vius Tomlinson)",-2.49,-2.92,3.0,2023,48
4.0,8:46,1.0,10.0,LAR 40,9.0,16.0,Joe Mixon left tackle for -2 yards (tackle by Michael Hoecht),2.92,2.1,3.0,2023,48
4.0,8:05,2.0,12.0,LAR 42,9.0,16.0,Joe Burrow pass complete short left to Ja'Marr Chase for 7 yards (tackle by Russ Yeast),2.1,2.34,3.0,2023,48
4.0,7:23,3.0,5.0,LAR 35,9.0,16.0,Joe Burrow pass incomplete short right intended for Tyler Boyd,2.34,0.98,3.0,2023,48
4.0,7:18,4.0,5.0,LAR 35,9.0,19.0,Evan McPherson 54 yard field goal good,0.98,3.0,3.0,2023,48
4.0,7:13,,,CIN 35,9.0,19.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,3.0,2023,48
4.0,7:13,1.0,10.0,LAR 25,9.0,19.0,Matthew Stafford pass incomplete deep left intended for Tutu Atwell (defended by DJ Turner),0.61,0.06,3.0,2023,48
4.0,7:08,2.0,10.0,LAR 25,9.0,19.0,Matthew Stafford pass incomplete short right intended for Tutu Atwell,0.06,-0.62,3.0,2023,48
4.0,7:05,,,,,,Timeout #2 by Los Angeles Rams,,,3.0,2023,48
4.0,7:05,3.0,10.0,LAR 25,9.0,19.0,"Matthew Stafford sacked by and Logan Wilson for no gain and Trey Hendrickson for no gain. Penalty on Coleman Shelton: Offensive Holding, 10 yards (offset) . Penalty on Cam Taylor-Britt: Illegal Use of Hands / Defense, 5 yards (offset) (no play)",-0.62,-0.62,3.0,2023,48
4.0,6:45,3.0,10.0,LAR 25,9.0,19.0,Matthew Stafford pass complete short left to Tutu Atwell for 5 yards (tackle by Mike Hilton and Daxton Hill),-0.62,-1.37,3.0,2023,48
4.0,6:09,4.0,5.0,LAR 30,9.0,19.0,"Ethan Evans punts 46 yards, fair catch by Charlie Jones at CIN-24",-1.37,-0.54,3.0,2023,48
4.0,6:02,1.0,10.0,CIN 24,9.0,19.0,Joe Mixon right guard for -2 yards (tackle by Ernest Jones and Aaron Donald),0.54,-0.27,3.0,2023,48
4.0,5:14,2.0,12.0,CIN 22,9.0,19.0,"Penalty on CIN: Delay of Game, 5 yards (accepted) (no play)",-0.27,-1.08,3.0,2023,48
4.0,5:14,2.0,17.0,CIN 17,9.0,19.0,Joe Mixon left guard for -1 yards (tackle by Aaron Donald),-1.08,-2.05,3.0,2023,48
4.0,4:26,3.0,18.0,CIN 16,9.0,19.0,Trayveon Williams right end for 4 yards (tackle by Larrell Murchison and Michael Hoecht),-2.05,-2.03,3.0,2023,48
4.0,3:41,4.0,14.0,CIN 20,9.0,19.0,"Brad Robbins punts 41 yards, fair catch by Kyren Williams at LA-39",-2.03,-1.53,3.0,2023,48
4.0,3:34,1.0,10.0,LAR 39,9.0,19.0,Matthew Stafford pass complete short right to Tyler Higbee for 15 yards (tackle by Daxton Hill),1.53,2.52,3.0,2023,48
4.0,3:07,1.0,10.0,CIN 46,9.0,19.0,Matthew Stafford pass complete short left to Tutu Atwell for 7 yards (tackle by Cam Taylor-Britt),2.52,2.92,3.0,2023,48
4.0,2:54,2.0,3.0,CIN 39,9.0,19.0,Matthew Stafford pass incomplete deep left intended for Van Jefferson,2.92,2.21,3.0,2023,48
4.0,2:49,3.0,3.0,CIN 39,9.0,19.0,Matthew Stafford pass incomplete short middle intended for Tutu Atwell (defended by Jalen Davis),2.21,0.66,3.0,2023,48
4.0,2:43,4.0,3.0,CIN 39,9.0,19.0,Matthew Stafford scrambles up the middle for 7 yards (tackle by Mike Hilton and DJ Turner),0.66,3.45,3.0,2023,48
4.0,2:21,1.0,10.0,CIN 32,9.0,19.0,Matthew Stafford sacked by Sam Hubbard for -8 yards,3.45,1.82,3.0,2023,48
4.0,2:00,2.0,18.0,CIN 40,9.0,19.0,Matthew Stafford pass complete deep right to Puka Nacua for 37 yards (tackle by Daxton Hill),1.82,6.51,3.0,2023,48
4.0,1:35,1.0,3.0,CIN 3,9.0,19.0,Kyren Williams up the middle for 2 yards (tackle by Nick Scott and Chidobe Awuzie),6.51,5.91,3.0,2023,48
