Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Josh Allen,BUF,20,32,218,1,1,0,0,35,79.9,3.0,2023,35
James Cook,BUF,0,0,0,0,0,0,0,0,,3.0,2023,35
Latavius Murray,BUF,0,0,0,0,0,0,0,0,,3.0,2023,35
Damien Harris,BUF,0,0,0,0,0,0,0,0,,3.0,2023,35
Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,3.0,2023,35
Trent Sherfield,BUF,0,0,0,0,0,0,0,0,,3.0,2023,35
Dawson Knox,BUF,0,0,0,0,0,0,0,0,,3.0,2023,35
Khalil Shakir,BUF,0,0,0,0,0,0,0,0,,3.0,2023,35
Dalton Kincaid,BUF,0,0,0,0,0,0,0,0,,3.0,2023,35
Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,3.0,2023,35
Deonte Harty,BUF,0,0,0,0,0,0,0,0,,3.0,2023,35
Kyle Allen,BUF,0,0,0,0,0,0,0,0,,3.0,2023,35
Sam Howell,WAS,19,29,170,0,4,9,45,37,41.5,3.0,2023,35
Brian Robinson Jr.,WAS,0,0,0,0,0,0,0,0,,3.0,2023,35
Antonio Gibson,WAS,0,0,0,0,0,0,0,0,,3.0,2023,35
Curtis Samuel,WAS,0,0,0,0,0,0,0,0,,3.0,2023,35
Terry McLaurin,WAS,0,0,0,0,0,0,0,0,,3.0,2023,35
Cole Turner,WAS,0,0,0,0,0,0,0,0,,3.0,2023,35
Jahan Dotson,WAS,0,0,0,0,0,0,0,0,,3.0,2023,35
John Bates,WAS,0,0,0,0,0,0,0,0,,3.0,2023,35
Dyami Brown,WAS,0,0,0,0,0,0,0,0,,3.0,2023,35
