Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Mac Jones,NWE,0,0,0,0,0,3.0,2023,42
Ezekiel Elliott,NWE,1,1,7,0,7,3.0,2023,42
Rhamondre Stevenson,NWE,4,1,3,0,3,3.0,2023,42
Demario Douglas,NWE,3,1,15,0,15,3.0,2023,42
Pharaoh Brown,NWE,2,2,71,1,58,3.0,2023,42
Kendrick Bourne,NWE,5,4,46,0,18,3.0,2023,42
DeVante Parker,NWE,3,2,19,0,16,3.0,2023,42
Mike Gesicki,NWE,1,1,18,0,18,3.0,2023,42
Hunter Henry,NWE,5,2,17,0,9,3.0,2023,42
JuJu Smith-Schuster,NWE,3,1,5,0,5,3.0,2023,42
Zach Wilson,NYJ,0,0,0,0,0,3.0,2023,42
Dalvin Cook,NYJ,3,3,11,0,8,3.0,2023,42
Breece Hall,NYJ,2,1,9,0,9,3.0,2023,42
Nick Bawden,NYJ,0,0,0,0,0,3.0,2023,42
Garrett Wilson,NYJ,9,5,48,0,29,3.0,2023,42
Allen Lazard,NYJ,5,3,39,0,21,3.0,2023,42
Tyler Conklin,NYJ,5,3,26,0,18,3.0,2023,42
Randall Cobb,NYJ,2,1,12,0,12,3.0,2023,42
C.J. Uzomah,NYJ,1,1,9,0,9,3.0,2023,42
Michael Carter,NYJ,1,1,3,0,3,3.0,2023,42
