Quarter,Time,Tm,Detail,BUF,WAS,week,year,game_id
1.0,9:29,Bills,Tyler Bass 36 yard field goal,3,0,3.0,2023,35
,0:41,Bills,Gabriel Davis 35 yard pass from Josh Allen (Tyler Bass kick),10,0,3.0,2023,35
2.0,1:55,Bills,Tyler Bass 54 yard field goal,13,0,3.0,2023,35
,0:19,Bills,Tyler Bass 32 yard field goal,16,0,3.0,2023,35
4.0,10:37,Bills,Josh Allen 10 yard rush (Tyler Bass kick),23,0,3.0,2023,35
,10:01,Bills,A.J. Epenesa 32 yard interception return (Tyler Bass kick),30,0,3.0,2023,35
,2:15,Bills,Latavius Murray 2 yard rush (Tyler Bass kick),37,0,3.0,2023,35
,0:46,Commanders,Joey Slye 51 yard field goal,37,3,3.0,2023,35
