Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Daniel Jones,NYG,0,0,0,0,0,3.0,2023,33
Tyrod Taylor,NYG,0,0,0,0,0,3.0,2023,33
Matt Breida,NYG,3,3,1,0,8,3.0,2023,33
Gary Brightwell,NYG,3,2,31,0,18,3.0,2023,33
Darius Slayton,NYG,6,3,32,0,17,3.0,2023,33
Parris Campbell,NYG,6,6,24,0,7,3.0,2023,33
Wan'Dale Robinson,NYG,5,4,21,0,8,3.0,2023,33
Darren Waller,NYG,7,3,20,0,9,3.0,2023,33
Daniel Bellinger,NYG,1,1,8,0,8,3.0,2023,33
Isaiah Hodgins,NYG,1,0,0,0,0,3.0,2023,33
Brock Purdy,SFO,0,0,0,0,0,3.0,2023,33
Christian McCaffrey,SFO,5,5,34,0,17,3.0,2023,33
Elijah Mitchell,SFO,3,3,2,0,9,3.0,2023,33
Jordan Mason,SFO,0,0,0,0,0,3.0,2023,33
Kyle Juszczyk,SFO,0,0,0,0,0,3.0,2023,33
Deebo Samuel,SFO,12,6,129,1,40,3.0,2023,33
George Kittle,SFO,9,7,90,0,29,3.0,2023,33
Jauan Jennings,SFO,3,2,31,0,24,3.0,2023,33
Ronnie Bell,SFO,2,2,24,1,15,3.0,2023,33
Sam Darnold,SFO,0,0,0,0,0,3.0,2023,33
