Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Tyler Higbee,LAR,5,5,71,0,4.0,46,9.2,25,5.0,9.2,0,,0,0.0,0,118.7,3.0,2023,48
Puka Nacua,LAR,7,5,72,0,4.0,63,12.6,9,1.8,10.9,0,,1,14.3,1,64.9,3.0,2023,48
Tutu Atwell,LAR,9,4,50,1,2.0,29,7.3,21,5.3,12.2,0,,1,11.1,0,99.3,3.0,2023,48
Kyren Williams,LAR,7,2,27,0,1.0,-8,-4.0,35,17.5,-0.1,0,,1,14.3,0,43.2,3.0,2023,48
Van Jefferson,LAR,3,1,46,0,1.0,42,42.0,4,4.0,29.0,0,,0,0.0,1,42.4,3.0,2023,48
Ben Skowronek,LAR,1,1,3,0,,-2,-2.0,5,5.0,-2.0,0,,0,0.0,0,79.2,3.0,2023,48
Ja'Marr Chase,CIN,15,12,141,0,7.0,81,6.8,60,5.0,9.5,2,6.0,1,6.7,0,105.8,3.0,2023,48
Tyler Boyd,CIN,9,5,39,0,2.0,19,3.8,20,4.0,6.6,0,,0,0.0,1,26.9,3.0,2023,48
Tee Higgins,CIN,8,2,21,0,1.0,10,5.0,11,5.5,10.9,0,,2,25.0,0,39.6,3.0,2023,48
Tanner Hudson,CIN,4,2,30,0,1.0,22,11.0,8,4.0,8.3,0,,0,0.0,0,75.0,3.0,2023,48
Mitchell Wilcox,CIN,3,2,10,0,,4,2.0,6,3.0,4.0,0,,0,0.0,0,71.5,3.0,2023,48
Charlie Jones,CIN,2,1,6,0,1.0,-1,-1.0,7,7.0,3.0,0,,0,0.0,0,56.2,3.0,2023,48
Joe Mixon,CIN,2,1,5,0,0.0,-8,-8.0,13,13.0,-6.0,1,1.0,1,50.0,0,56.2,3.0,2023,48
Drew Sample,CIN,1,1,7,0,,-4,-4.0,11,11.0,-4.0,0,,0,0.0,0,95.8,3.0,2023,48
Trayveon Williams,CIN,2,0,0,0,,0,,0,,-1.5,0,,0,0.0,0,39.6,3.0,2023,48
