Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Ryan Tannehill,TEN,0,0,0,0,0,3.0,2023,36
Derrick Henry,TEN,0,0,0,0,0,3.0,2023,36
Tyjae Spears,TEN,4,4,3,0,5,3.0,2023,36
DeAndre Hopkins,TEN,7,3,48,0,26,3.0,2023,36
Chris Moore,TEN,3,2,41,0,33,3.0,2023,36
Chigoziem Okonkwo,TEN,4,3,7,0,6,3.0,2023,36
Treylon Burks,TEN,6,1,5,0,5,3.0,2023,36
Deshaun Watson,CLE,0,0,0,0,0,3.0,2023,36
Pierre Strong,CLE,0,0,0,0,0,3.0,2023,36
Jerome Ford,CLE,3,2,33,1,19,3.0,2023,36
Kareem Hunt,CLE,3,2,22,0,13,3.0,2023,36
Harrison Bryant,CLE,0,0,0,0,0,3.0,2023,36
Marquise Goodwin,CLE,0,0,0,0,0,3.0,2023,36
Amari Cooper,CLE,8,7,116,1,43,3.0,2023,36
Donovan Peoples-Jones,CLE,4,3,49,0,29,3.0,2023,36
David Njoku,CLE,4,4,20,0,7,3.0,2023,36
Elijah Moore,CLE,9,9,49,0,14,3.0,2023,36
