Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Justin Fields,CHI,11,47,0,17,3.0,2023,44
Roschon Johnson,CHI,8,38,0,11,3.0,2023,44
Khalil Herbert,CHI,7,31,0,11,3.0,2023,44
D.J. Moore,CHI,0,0,0,0,3.0,2023,44
Cole Kmet,CHI,0,0,0,0,3.0,2023,44
Chase Claypool,CHI,0,0,0,0,3.0,2023,44
Tyler Scott,CHI,0,0,0,0,3.0,2023,44
Darnell Mooney,CHI,0,0,0,0,3.0,2023,44
Patrick Mahomes,KAN,3,28,0,15,3.0,2023,44
Blaine Gabbert,KAN,2,-1,0,0,3.0,2023,44
Isiah Pacheco,KAN,15,62,1,18,3.0,2023,44
Clyde Edwards-Helaire,KAN,15,55,1,16,3.0,2023,44
Jerick McKinnon,KAN,2,9,0,10,3.0,2023,44
Travis Kelce,KAN,0,0,0,0,3.0,2023,44
Rashee Rice,KAN,0,0,0,0,3.0,2023,44
Justin Watson,KAN,0,0,0,0,3.0,2023,44
Skyy Moore,KAN,0,0,0,0,3.0,2023,44
Marquez Valdes-Scantling,KAN,0,0,0,0,3.0,2023,44
Noah Gray,KAN,0,0,0,0,3.0,2023,44
Justyn Ross,KAN,0,0,0,0,3.0,2023,44
Kadarius Toney,KAN,0,0,0,0,3.0,2023,44
