Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Derek Carr,NOR,0,0,0,0,0,3.0,2023,39
Jameis Winston,NOR,0,0,0,0,0,3.0,2023,39
Kendre Miller,NOR,1,1,0,0,0,3.0,2023,39
Tony Jones,NOR,4,4,21,0,10,3.0,2023,39
Taysom Hill,NOR,1,1,9,0,9,3.0,2023,39
Chris Olave,NOR,11,8,104,0,28,3.0,2023,39
Michael Thomas,NOR,9,6,50,0,18,3.0,2023,39
Juwan Johnson,NOR,4,2,12,0,7,3.0,2023,39
Jimmy Graham,NOR,1,1,8,1,8,3.0,2023,39
Keith Kirkwood,NOR,1,0,0,0,0,3.0,2023,39
Rashid Shaheed,NOR,2,0,0,0,0,3.0,2023,39
Jordan Love,GNB,0,0,0,0,0,3.0,2023,39
AJ Dillon,GNB,0,0,0,0,0,3.0,2023,39
Keisean Nixon,GNB,0,0,0,0,0,3.0,2023,39
Patrick Taylor,GNB,4,3,23,0,12,3.0,2023,39
Emanuel Wilson,GNB,1,1,6,0,6,3.0,2023,39
Romeo Doubs,GNB,12,5,73,1,30,3.0,2023,39
Jayden Reed,GNB,7,3,63,0,30,3.0,2023,39
Luke Musgrave,GNB,8,6,49,0,12,3.0,2023,39
Dontayvion Wicks,GNB,6,4,45,0,18,3.0,2023,39
Malik Heath,GNB,2,0,0,0,0,3.0,2023,39
Samori Toure,GNB,3,0,0,0,0,3.0,2023,39
