Player,Pos,home_team,team,week,year,game_id
C.J. Stroud,QB,0,Texans,3.0,2023,40
Dameon Pierce,RB,0,Texans,3.0,2023,40
Andrew Beck,FB,0,Texans,3.0,2023,40
Robert Woods,WR,0,Texans,3.0,2023,40
Tank Dell,WR,0,Texans,3.0,2023,40
Teagan Quitoriano,TE,0,Texans,3.0,2023,40
Kendrick Green,OL,0,Texans,3.0,2023,40
Jarrett Patterson,OL,0,Texans,3.0,2023,40
George Fant,T,0,Texans,3.0,2023,40
Josh Jones,T,0,Texans,3.0,2023,40
Shaq Mason,G,0,Texans,3.0,2023,40
Will Anderson,DE,0,Texans,3.0,2023,40
Jonathan Greenard,DE,0,Texans,3.0,2023,40
Maliek Collins,DT,0,Texans,3.0,2023,40
Sheldon Rankins,DT,0,Texans,3.0,2023,40
Christian Harris,LB,0,Texans,3.0,2023,40
Blake Cashman,LB,0,Texans,3.0,2023,40
Henry To'oTo'o,LB,0,Texans,3.0,2023,40
Steven Nelson,CB,0,Texans,3.0,2023,40
Shaquill Griffin,CB,0,Texans,3.0,2023,40
Eric Murray,S,0,Texans,3.0,2023,40
Jimmie Ward,S,0,Texans,3.0,2023,40
