Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Eagles,15.0,14.08,5.17,9.57,-8.38,7.28,0.54,6.74,5.73,-1.78,-3.05,2.48,0.46,-1.22,-0.45,3.0,2023,47
Buccaneers,-15.0,-7.28,-0.54,-6.74,-5.73,-14.08,-5.17,-9.57,8.38,1.78,-2.48,3.05,1.22,-0.46,0.45,3.0,2023,47
