Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Sam Ehlinger,IND,9,14,60,1,0,1,8,15,97.3,17.0,2022,246
Nick Foles,IND,8,13,81,0,1,1,9,49,47.3,17.0,2022,246
Zack Moss,IND,0,0,0,0,0,0,0,0,,17.0,2022,246
Jordan Wilkins,IND,0,0,0,0,0,0,0,0,,17.0,2022,246
Deon Jackson,IND,0,0,0,0,0,0,0,0,,17.0,2022,246
Parris Campbell,IND,0,0,0,0,0,0,0,0,,17.0,2022,246
Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,17.0,2022,246
Jelani Woods,IND,0,0,0,0,0,0,0,0,,17.0,2022,246
Alec Pierce,IND,0,0,0,0,0,0,0,0,,17.0,2022,246
Mike Strachan,IND,0,0,0,0,0,0,0,0,,17.0,2022,246
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,17.0,2022,246
Daniel Jones,NYG,19,24,177,2,0,0,0,28,125.2,17.0,2022,246
Matt Breida,NYG,0,0,0,0,0,0,0,0,,17.0,2022,246
Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,17.0,2022,246
Gary Brightwell,NYG,0,0,0,0,0,0,0,0,,17.0,2022,246
Richie James,NYG,0,0,0,0,0,0,0,0,,17.0,2022,246
Isaiah Hodgins,NYG,0,0,0,0,0,0,0,0,,17.0,2022,246
Daniel Bellinger,NYG,0,0,0,0,0,0,0,0,,17.0,2022,246
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,17.0,2022,246
