Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Brock Purdy,SFO,2,-3,0,-1,17.0,2022,252
Christian McCaffrey,SFO,19,121,1,37,17.0,2022,252
Brandon Aiyuk,SFO,1,16,0,16,17.0,2022,252
Jordan Mason,SFO,2,13,1,14,17.0,2022,252
Danny Gray,SFO,1,9,0,9,17.0,2022,252
Kyle Juszczyk,SFO,1,9,0,9,17.0,2022,252
Tyrion Davis-Price,SFO,1,5,0,5,17.0,2022,252
Jauan Jennings,SFO,0,0,0,0,17.0,2022,252
Ray-Ray McCloud,SFO,0,0,0,0,17.0,2022,252
George Kittle,SFO,0,0,0,0,17.0,2022,252
Jarrett Stidham,LVR,7,34,0,11,17.0,2022,252
Josh Jacobs,LVR,17,69,1,9,17.0,2022,252
Brandon Bolden,LVR,8,32,0,10,17.0,2022,252
Davante Adams,LVR,0,0,0,0,17.0,2022,252
Darren Waller,LVR,0,0,0,0,17.0,2022,252
Foster Moreau,LVR,0,0,0,0,17.0,2022,252
Mack Hollins,LVR,0,0,0,0,17.0,2022,252
Hunter Renfrow,LVR,0,0,0,0,17.0,2022,252
