Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Baker Mayfield,LAR,0,0,0,0,0,17.0,2022,254
Cam Akers,LAR,2,1,10,0,10,17.0,2022,254
Malcolm Brown,LAR,0,0,0,0,0,17.0,2022,254
Brandon Powell,LAR,2,1,3,0,3,17.0,2022,254
Kyren Williams,LAR,0,0,0,0,0,17.0,2022,254
Van Jefferson,LAR,3,3,77,0,39,17.0,2022,254
Brycen Hopkins,LAR,1,1,21,0,21,17.0,2022,254
Tyler Higbee,LAR,4,3,11,0,7,17.0,2022,254
Tutu Atwell,LAR,5,2,10,0,6,17.0,2022,254
Lance McCutcheon,LAR,1,0,0,0,0,17.0,2022,254
Justin Herbert,LAC,0,0,0,0,0,17.0,2022,254
Chase Daniel,LAC,0,0,0,0,0,17.0,2022,254
Austin Ekeler,LAC,4,4,39,0,17,17.0,2022,254
Joshua Kelley,LAC,2,1,1,0,1,17.0,2022,254
Larry Rountree,LAC,1,1,13,0,13,17.0,2022,254
Keenan Allen,LAC,6,5,60,0,28,17.0,2022,254
Mike Williams,LAC,10,7,94,0,26,17.0,2022,254
Gerald Everett,LAC,3,3,15,1,7,17.0,2022,254
DeAndre Carter,LAC,3,2,14,0,8,17.0,2022,254
Donald Parham,LAC,1,1,3,1,3,17.0,2022,254
Josh Palmer,LAC,1,0,0,0,0,17.0,2022,254
