Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Sam Darnold,CAR,23,37,341,3,1,2,15,47,108.1,17.0,2022,243
D'Onta Foreman,CAR,0,0,0,0,0,0,0,0,,17.0,2022,243
Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,17.0,2022,243
Laviska Shenault Jr.,CAR,0,0,0,0,0,0,0,0,,17.0,2022,243
D.J. Moore,CAR,0,0,0,0,0,0,0,0,,17.0,2022,243
Shi Smith,CAR,0,0,0,0,0,0,0,0,,17.0,2022,243
Tommy Tremble,CAR,0,0,0,0,0,0,0,0,,17.0,2022,243
Giovanni Ricci,CAR,0,0,0,0,0,0,0,0,,17.0,2022,243
Terrace Marshall Jr.,CAR,0,0,0,0,0,0,0,0,,17.0,2022,243
Ian Thomas,CAR,0,0,0,0,0,0,0,0,,17.0,2022,243
Stephen Sullivan,CAR,0,0,0,0,0,0,0,0,,17.0,2022,243
Raheem Blackshear,CAR,0,0,0,0,0,0,0,0,,17.0,2022,243
Tom Brady,TAM,34,45,432,3,0,3,21,63,127.3,17.0,2022,243
Leonard Fournette,TAM,0,0,0,0,0,0,0,0,,17.0,2022,243
Rachaad White,TAM,0,0,0,0,0,0,0,0,,17.0,2022,243
Julio Jones,TAM,0,0,0,0,0,0,0,0,,17.0,2022,243
Mike Evans,TAM,0,0,0,0,0,0,0,0,,17.0,2022,243
Chris Godwin,TAM,0,0,0,0,0,0,0,0,,17.0,2022,243
Russell Gage,TAM,0,0,0,0,0,0,0,0,,17.0,2022,243
Cade Otton,TAM,0,0,0,0,0,0,0,0,,17.0,2022,243
Ko Kieft,TAM,0,0,0,0,0,0,0,0,,17.0,2022,243
