Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Kaleb McGary,T,57,100%,0,0%,5,20%,0,Falcons,3.0,2022,44
Jake Matthews,T,57,100%,0,0%,5,20%,0,Falcons,3.0,2022,44
Chris Lindstrom,G,57,100%,0,0%,5,20%,0,Falcons,3.0,2022,44
Colby Gossett,G,57,100%,0,0%,5,20%,0,Falcons,3.0,2022,44
Drew Dalman,C,57,100%,0,0%,0,0%,0,Falcons,3.0,2022,44
Marcus Mariota,QB,57,100%,0,0%,0,0%,0,Falcons,3.0,2022,44
Drake London,WR,48,84%,0,0%,0,0%,0,Falcons,3.0,2022,44
Parker Hesse,TE,43,75%,0,0%,12,48%,0,Falcons,3.0,2022,44
Olamide Zaccheaus,WR,38,67%,0,0%,0,0%,0,Falcons,3.0,2022,44
Kyle Pitts,TE,38,67%,0,0%,0,0%,0,Falcons,3.0,2022,44
Cordarrelle Patterson,RB,35,61%,0,0%,6,24%,0,Falcons,3.0,2022,44
Keith Smith,FB,23,40%,0,0%,15,60%,0,Falcons,3.0,2022,44
Tyler Allgeier,RB,21,37%,0,0%,6,24%,0,Falcons,3.0,2022,44
KhaDarel Hodge,WR,11,19%,0,0%,12,48%,0,Falcons,3.0,2022,44
Anthony Firkser,TE,9,16%,0,0%,0,0%,0,Falcons,3.0,2022,44
Frank Darby,WR,7,12%,0,0%,0,0%,0,Falcons,3.0,2022,44
Jared Bernhardt,WR,7,12%,0,0%,0,0%,0,Falcons,3.0,2022,44
Avery Williams,RB,4,7%,0,0%,20,80%,0,Falcons,3.0,2022,44
Feleipe Franks,QB,1,2%,0,0%,2,8%,0,Falcons,3.0,2022,44
Richie Grant,SS,0,0%,71,100%,7,28%,0,Falcons,3.0,2022,44
Jaylinn Hawkins,FS,0,0%,71,100%,1,4%,0,Falcons,3.0,2022,44
AJ Terrell,CB,0,0%,71,100%,0,0%,0,Falcons,3.0,2022,44
Rashaan Evans,LB,0,0%,71,100%,0,0%,0,Falcons,3.0,2022,44
Mykal Walker,LB,0,0%,71,100%,0,0%,0,Falcons,3.0,2022,44
Casey Hayward,CB,0,0%,71,100%,0,0%,0,Falcons,3.0,2022,44
Grady Jarrett,DT,0,0%,60,85%,0,0%,0,Falcons,3.0,2022,44
Lorenzo Carter,LB,0,0%,58,82%,2,8%,0,Falcons,3.0,2022,44
Arnold Ebiketie,LB,0,0%,43,61%,0,0%,0,Falcons,3.0,2022,44
Ta'Quon Graham,DE,0,0%,37,52%,5,20%,0,Falcons,3.0,2022,44
Adetokunbo Ogundeji,LB,0,0%,34,48%,6,24%,0,Falcons,3.0,2022,44
Mike Ford,CB,0,0%,20,28%,20,80%,0,Falcons,3.0,2022,44
Troy Andersen,LB,0,0%,19,27%,20,80%,0,Falcons,3.0,2022,44
Anthony Rush,DT,0,0%,18,25%,0,0%,0,Falcons,3.0,2022,44
Abdullah Anderson,DE,0,0%,17,24%,5,20%,0,Falcons,3.0,2022,44
DeAundre Alford,DB,0,0%,16,23%,3,12%,0,Falcons,3.0,2022,44
DeAngelo Malone,LB,0,0%,13,18%,13,52%,0,Falcons,3.0,2022,44
Timmy Horne,DT,0,0%,13,18%,5,20%,0,Falcons,3.0,2022,44
Nathan Landman,LB,0,0%,7,10%,12,48%,0,Falcons,3.0,2022,44
Dean Marlowe,SS,0,0%,0,0%,20,80%,0,Falcons,3.0,2022,44
Erik Harris,FS,0,0%,0,0%,20,80%,0,Falcons,3.0,2022,44
Bradley Pinion,P,0,0%,0,0%,12,48%,0,Falcons,3.0,2022,44
Liam McCullough,LS,0,0%,0,0%,6,24%,0,Falcons,3.0,2022,44
Chuma Edoga,T,0,0%,0,0%,5,20%,0,Falcons,3.0,2022,44
Younghoe Koo,K,0,0%,0,0%,5,20%,0,Falcons,3.0,2022,44
Germain Ifedi,T,0,0%,0,0%,5,20%,0,Falcons,3.0,2022,44
Matt Hennessy,C,0,0%,0,0%,5,20%,0,Falcons,3.0,2022,44
Darren Hall,CB,0,0%,0,0%,5,20%,0,Falcons,3.0,2022,44
