Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Mitchell Trubisky,PIT,2,7,1,6,3.0,2022,33
Najee Harris,PIT,15,56,1,10,3.0,2022,33
Jaylen Warren,PIT,4,30,0,10,3.0,2022,33
Chase Claypool,PIT,1,11,0,11,3.0,2022,33
Diontae Johnson,PIT,0,0,0,0,3.0,2022,33
Pat Freiermuth,PIT,0,0,0,0,3.0,2022,33
George Pickens,PIT,0,0,0,0,3.0,2022,33
Jacoby Brissett,CLE,3,11,0,6,3.0,2022,33
Nick Chubb,CLE,23,113,1,36,3.0,2022,33
Kareem Hunt,CLE,12,47,0,11,3.0,2022,33
Amari Cooper,CLE,0,0,0,0,3.0,2022,33
David Njoku,CLE,0,0,0,0,3.0,2022,33
Donovan Peoples-Jones,CLE,0,0,0,0,3.0,2022,33
David Bell,CLE,0,0,0,0,3.0,2022,33
Miller Forristall,CLE,0,0,0,0,3.0,2022,33
