Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Lamar Jackson,BAL,11,107,1,38,3.0,2022,40
Justice Hill,BAL,6,60,0,34,3.0,2022,40
J.K. Dobbins,BAL,7,23,0,5,3.0,2022,40
Mark Andrews,BAL,0,0,0,0,3.0,2022,40
Rashod Bateman,BAL,0,0,0,0,3.0,2022,40
Patrick Ricard,BAL,0,0,0,0,3.0,2022,40
Josh Oliver,BAL,0,0,0,0,3.0,2022,40
Isaiah Likely,BAL,0,0,0,0,3.0,2022,40
Demarcus Robinson,BAL,0,0,0,0,3.0,2022,40
Devin Duvernay,BAL,2,-2,0,2,3.0,2022,40
Mac Jones,NWE,5,31,1,15,3.0,2022,40
Rhamondre Stevenson,NWE,12,73,1,18,3.0,2022,40
Damien Harris,NWE,11,41,1,10,3.0,2022,40
DeVante Parker,NWE,0,0,0,0,3.0,2022,40
Kendrick Bourne,NWE,0,0,0,0,3.0,2022,40
Nelson Agholor,NWE,0,0,0,0,3.0,2022,40
Jonnu Smith,NWE,0,0,0,0,3.0,2022,40
Hunter Henry,NWE,0,0,0,0,3.0,2022,40
Lil'Jordan Humphrey,NWE,0,0,0,0,3.0,2022,40
