Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Derek Carr,LVR,0,0,3.0,2022,41
Mack Hollins,LVR,0,0,3.0,2022,41
Josh Jacobs,LVR,1,0,3.0,2022,41
Brandon Bolden,LVR,0,0,3.0,2022,41
Foster Moreau,LVR,0,0,3.0,2022,41
Darren Waller,LVR,0,0,3.0,2022,41
Keelan Cole,LVR,0,0,3.0,2022,41
Davante Adams,LVR,0,0,3.0,2022,41
Ryan Tannehill,TEN,1,0,3.0,2022,41
Derrick Henry,TEN,0,0,3.0,2022,41
Dontrell Hilliard,TEN,0,0,3.0,2022,41
Treylon Burks,TEN,0,0,3.0,2022,41
Robert Woods,TEN,0,0,3.0,2022,41
Nick Westbrook-Ikhine,TEN,0,0,3.0,2022,41
Austin Hooper,TEN,0,0,3.0,2022,41
Geoff Swaim,TEN,0,0,3.0,2022,41
