Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Derek Carr,LVR,0,0,0,0,0,3.0,2022,41
Mack Hollins,LVR,11,8,158,1,60,3.0,2022,41
Josh Jacobs,LVR,5,5,31,0,13,3.0,2022,41
Brandon Bolden,LVR,2,2,4,0,6,3.0,2022,41
Foster Moreau,LVR,4,3,44,0,22,3.0,2022,41
Darren Waller,LVR,5,3,22,0,17,3.0,2022,41
Keelan Cole,LVR,4,1,12,0,12,3.0,2022,41
Davante Adams,LVR,10,5,36,1,18,3.0,2022,41
Ryan Tannehill,TEN,0,0,0,0,0,3.0,2022,41
Derrick Henry,TEN,6,5,58,0,23,3.0,2022,41
Dontrell Hilliard,TEN,1,1,30,0,30,3.0,2022,41
Treylon Burks,TEN,2,1,13,0,13,3.0,2022,41
Robert Woods,TEN,9,4,85,0,41,3.0,2022,41
Nick Westbrook-Ikhine,TEN,3,3,40,0,15,3.0,2022,41
Austin Hooper,TEN,2,2,19,0,11,3.0,2022,41
Geoff Swaim,TEN,3,3,19,1,13,3.0,2022,41
