Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Trevor Lawrence,JAX,0,0,0,0,0,3.0,2022,43
James Robinson,JAX,3,3,16,0,7,3.0,2022,43
Travis Etienne,JAX,3,3,30,0,16,3.0,2022,43
Zay Jones,JAX,11,10,85,1,16,3.0,2022,43
Christian Kirk,JAX,9,6,72,1,35,3.0,2022,43
Marvin Jones,JAX,7,4,33,1,11,3.0,2022,43
Jamal Agnew,JAX,1,1,17,0,17,3.0,2022,43
Evan Engram,JAX,3,1,9,0,9,3.0,2022,43
Jamycal Hasty,JAX,1,0,0,0,0,3.0,2022,43
C.J. Beathard,JAX,0,0,0,0,0,3.0,2022,43
Justin Herbert,LAC,0,0,0,0,0,3.0,2022,43
Sony Michel,LAC,2,1,9,0,9,3.0,2022,43
Austin Ekeler,LAC,8,8,48,0,12,3.0,2022,43
Josh Palmer,LAC,9,6,99,0,45,3.0,2022,43
Jalen Guyton,LAC,3,2,64,0,54,3.0,2022,43
Gerald Everett,LAC,6,2,25,0,14,3.0,2022,43
Mike Williams,LAC,6,1,15,1,15,3.0,2022,43
Zander Horvath,LAC,1,0,0,0,0,3.0,2022,43
Joshua Kelley,LAC,2,2,6,0,8,3.0,2022,43
DeAndre Carter,LAC,4,3,31,0,17,3.0,2022,43
