Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Marcus Mariota,ATL,0,0,0,0,0,3.0,2022,44
Cordarrelle Patterson,ATL,1,1,12,0,12,3.0,2022,44
Tyler Allgeier,ATL,1,1,5,0,5,3.0,2022,44
Avery Williams,ATL,0,0,0,0,0,3.0,2022,44
Kyle Pitts,ATL,8,5,87,0,28,3.0,2022,44
Drake London,ATL,6,3,54,1,30,3.0,2022,44
Olamide Zaccheaus,ATL,2,2,49,0,26,3.0,2022,44
Anthony Firkser,ATL,1,1,22,0,22,3.0,2022,44
Geno Smith,SEA,0,0,0,0,0,3.0,2022,44
Rashaad Penny,SEA,1,1,3,0,3,3.0,2022,44
DeeJay Dallas,SEA,2,2,17,0,10,3.0,2022,44
Kenneth Walker III,SEA,3,3,14,0,6,3.0,2022,44
Travis Homer,SEA,0,0,0,0,0,3.0,2022,44
Tyler Lockett,SEA,11,9,76,0,20,3.0,2022,44
D.K. Metcalf,SEA,12,5,64,1,18,3.0,2022,44
Colby Parkinson,SEA,2,2,44,0,36,3.0,2022,44
Will Dissly,SEA,3,3,34,1,18,3.0,2022,44
Marquise Goodwin,SEA,5,2,31,0,23,3.0,2022,44
Noah Fant,SEA,4,4,27,0,16,3.0,2022,44
Penny Hart,SEA,1,1,15,0,15,3.0,2022,44
