Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Patrick Mahomes,KAN,20,35,262,1,1,1,5,53,78.5,3.0,2022,38
Tommy Townsend,KAN,0,1,0,0,0,0,0,0,39.6,3.0,2022,38
Jerick McKinnon,KAN,0,0,0,0,0,0,0,0,,3.0,2022,38
Isiah Pacheco,KAN,0,0,0,0,0,0,0,0,,3.0,2022,38
Michael Burton,KAN,0,0,0,0,0,0,0,0,,3.0,2022,38
Travis Kelce,KAN,0,0,0,0,0,0,0,0,,3.0,2022,38
JuJu Smith-Schuster,KAN,0,0,0,0,0,0,0,0,,3.0,2022,38
Marquez Valdes-Scantling,KAN,0,0,0,0,0,0,0,0,,3.0,2022,38
Clyde Edwards-Helaire,KAN,0,0,0,0,0,0,0,0,,3.0,2022,38
Noah Gray,KAN,0,0,0,0,0,0,0,0,,3.0,2022,38
Mecole Hardman,KAN,0,0,0,0,0,0,0,0,,3.0,2022,38
Justin Watson,KAN,0,0,0,0,0,0,0,0,,3.0,2022,38
Matt Ryan,IND,27,37,222,2,0,5,45,30,105.9,3.0,2022,38
Jonathan Taylor,IND,0,0,0,0,0,0,0,0,,3.0,2022,38
Nyheim Hines,IND,0,0,0,0,0,0,0,0,,3.0,2022,38
Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,3.0,2022,38
Alec Pierce,IND,0,0,0,0,0,0,0,0,,3.0,2022,38
Jelani Woods,IND,0,0,0,0,0,0,0,0,,3.0,2022,38
Parris Campbell,IND,0,0,0,0,0,0,0,0,,3.0,2022,38
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,3.0,2022,38
Kylen Granson,IND,0,0,0,0,0,0,0,0,,3.0,2022,38
Ashton Dulin,IND,0,0,0,0,0,0,0,0,,3.0,2022,38
